image_name,category,nucleus_id,centroid_y_px,centroid_x_px,centroid_y_um,centroid_x_um,area_px,area_um2
FL_examples (10),follicular_lymphoma,52,66.65957446808511,146.37234042553192,30.663,67.331,94,19.89
FL_examples (10),follicular_lymphoma,53,71.53488372093024,80.34883720930233,32.906,36.96,86,18.198
FL_examples (10),follicular_lymphoma,54,73.10843373493977,132.56626506024097,33.63,60.98,83,17.563
FL_examples (10),follicular_lymphoma,55,72.9296875,65.1171875,33.548,29.954,128,27.085
FL_examples (10),follicular_lymphoma,56,76.02941176470588,109.16666666666667,34.974,50.217,102,21.583
FL_examples (10),follicular_lymphoma,57,79.31372549019608,37.01960784313726,36.484,17.029,102,21.583
FL_examples (10),follicular_lymphoma,58,79.13986013986013,161.69230769230768,36.404,74.378,143,30.259
FL_examples (10),follicular_lymphoma,59,82.88333333333334,10.683333333333334,38.126,4.914,60,12.696
FL_examples (10),follicular_lymphoma,60,84.0625,56.1875,38.669,25.846,80,16.928
FL_examples (10),follicular_lymphoma,61,83.14782608695653,79.97391304347826,38.248,36.788,115,24.334
FL_examples (10),follicular_lymphoma,62,82.1842105263158,137.77631578947367,37.805,63.377,76,16.082
FL_examples (10),follicular_lymphoma,63,83.95555555555555,66.66666666666667,38.62,30.667,90,19.044
FL_examples (10),follicular_lymphoma,64,84.4770642201835,209.55963302752295,38.859,96.397,109,23.064
FL_examples (10),follicular_lymphoma,65,87.0204081632653,191.77551020408163,40.029,88.217,98,20.737
FL_examples (10),follicular_lymphoma,66,84.05309734513274,116.2566371681416,38.664,53.478,113,23.911
FL_examples (10),follicular_lymphoma,67,93.49557522123894,179.0796460176991,43.008,82.377,113,23.911
FL_examples (10),follicular_lymphoma,68,91.22033898305085,42.92372881355932,41.961,19.745,118,24.969
FL_examples (10),follicular_lymphoma,69,92.4776119402985,94.70149253731343,42.54,43.563,67,14.177
FL_examples (10),follicular_lymphoma,70,92.07042253521126,164.8943661971831,42.352,75.851,142,30.047
FL_examples (10),follicular_lymphoma,71,96.12698412698413,71.5079365079365,44.218,32.894,63,13.331
FL_examples (10),follicular_lymphoma,72,97.45689655172414,211.27586206896552,44.83,97.187,116,24.546
FL_examples (10),follicular_lymphoma,73,101.29761904761905,83.60714285714286,46.597,38.459,84,17.774
FL_examples (10),follicular_lymphoma,74,101.71794871794872,126.58974358974359,46.79,58.231,78,16.505
FL_examples (10),follicular_lymphoma,75,101.6930693069307,192.94059405940595,46.779,88.753,101,21.372
FL_examples (10),follicular_lymphoma,76,101.69444444444444,34.513888888888886,46.779,15.876,72,15.235
FL_examples (10),follicular_lymphoma,77,103.73214285714286,148.5297619047619,47.717,68.324,168,35.549
FL_examples (10),follicular_lymphoma,78,103.12612612612612,61.37837837837838,47.438,28.234,111,23.488
FL_examples (10),follicular_lymphoma,79,107.14634146341463,110.07317073170732,49.287,50.634,41,8.676
FL_examples (10),follicular_lymphoma,80,106.82317073170732,171.14634146341464,49.139,78.727,164,34.702
FL_examples (10),follicular_lymphoma,81,106.30167597765363,212.6536312849162,48.899,97.821,179,37.876
FL_examples (10),follicular_lymphoma,82,110.25118483412322,99.41706161137441,50.716,45.732,211,44.648
FL_examples (10),follicular_lymphoma,83,110.55118110236221,19.46456692913386,50.854,8.954,127,26.873
FL_examples (10),follicular_lymphoma,84,112.28378378378379,131.6216216216216,51.651,60.546,74,15.658
FL_examples (10),follicular_lymphoma,85,117.3,160.67,53.958,73.908,100,21.16
FL_examples (10),follicular_lymphoma,86,119.04166666666667,5.208333333333333,54.759,2.396,48,10.157
FL_examples (10),follicular_lymphoma,87,117.82828282828282,186.25252525252526,54.201,85.676,99,20.948
FL_examples (10),follicular_lymphoma,88,116.59751037344398,47.6058091286307,53.635,21.899,482,101.991
FL_examples (10),follicular_lymphoma,89,118.37704918032787,217.47540983606558,54.453,100.039,122,25.815
FL_examples (10),follicular_lymphoma,90,120.61842105263158,123.34210526315789,55.484,56.737,76,16.082
FL_examples (10),follicular_lymphoma,91,125.23899371069183,19.52201257861635,57.61,8.98,159,33.644
