image_name,category,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std
REACTIVE_examples (24),reactive_tissue,0,180,16.954,0.4197,52.148,6.843,24.7537,12.3436,1.3544,0.4987,22.5727,9.417,1.4279,0.4172,0.6707,0.221,-0.1385,0.3295,0.7172,0.1414,-0.8419,0.1972,0.8292,0.1005,-0.7708,0.1212,7.3905,2.5061,1.3766,0.3391,4.7303,1.2597,0.6305,0.2663,1.5851,0.4178,1.56,0.2636,5.7938,1.0213,6.983,1.2559,50.9269,0.2077,0.0408,3.1282,181.7618,35.3266
REACTIVE_examples (240),reactive_tissue,0,163,15.352,0.3748,51.78,7.035,24.4158,13.1213,1.2825,0.5374,22.5452,10.2957,1.414,0.4567,0.6707,0.2307,-0.2309,0.3439,0.7094,0.1504,-0.573,0.212,0.8271,0.0957,-0.6649,0.1157,7.2448,2.3902,0.8068,0.3299,4.6896,1.4021,0.349,0.299,1.5992,0.4905,1.9008,0.3067,5.8193,1.1947,7.1077,1.3053,43.4518,0.2401,0.0432,3.0725,171.6118,35.9507
REACTIVE_examples (241),reactive_tissue,0,131,12.338,0.2955,45.872,6.3,23.9479,12.3574,0.5071,0.516,21.4023,8.6633,0.7796,0.4048,0.6899,0.2064,-0.3232,0.2992,0.7439,0.1498,-0.9373,0.2013,0.8397,0.088,-0.8834,0.1048,7.3025,2.3249,0.5749,0.3184,4.439,1.4208,-0.1131,0.3201,1.7442,0.6563,2.4258,0.3763,6.176,1.6922,7.8482,1.7743,43.2369,0.2412,0.0434,3.0686,174.4382,35.6668
REACTIVE_examples (242),reactive_tissue,0,164,15.447,0.3756,47.722,6.564,24.3147,11.2203,0.9528,0.4615,21.6402,9.3944,1.6623,0.4341,0.7238,0.2275,-0.6326,0.3143,0.6896,0.1675,-0.7663,0.2428,0.8566,0.0901,-1.2736,0.1052,7.1282,2.497,2.3619,0.3503,4.6993,1.257,0.0546,0.2675,1.5574,0.4637,1.9057,0.2978,5.6889,1.1555,7.0566,1.3008,49.2985,0.2359,0.0423,3.0899,182.9399,37.3837
REACTIVE_examples (243),reactive_tissue,0,172,16.2,0.3864,45.282,6.357,23.8542,9.9611,1.2079,0.4176,21.5933,8.4277,1.6619,0.3903,0.7181,0.2403,-0.4589,0.3347,0.6835,0.156,-0.3041,0.2283,0.8472,0.1031,-1.2426,0.1217,7.1444,2.2859,1.2401,0.32,4.7269,1.0498,0.7345,0.2221,1.5339,0.465,2.4663,0.3032,5.6085,0.9937,6.8314,1.1118,46.846,0.2387,0.0429,3.0845,180.1598,36.6756
REACTIVE_examples (244),reactive_tissue,0,193,18.178,0.406,43.547,5.934,22.3364,9.3375,1.5243,0.418,19.347,6.6564,1.727,0.3441,0.7911,0.1978,-0.7818,0.25,0.6393,0.1721,-0.2933,0.2692,0.8754,0.0799,-1.3023,0.0913,6.6021,2.2022,2.1086,0.3336,4.594,0.9275,0.7864,0.2019,1.4547,0.4441,2.2834,0.3053,5.5813,0.8866,6.5281,0.9607,43.488,0.2489,0.0449,3.0811,186.719,35.1045
REACTIVE_examples (245),reactive_tissue,0,194,18.272,0.4328,45.61,6.62,23.6839,10.3124,1.1111,0.4354,21.5126,8.9444,1.4877,0.4158,0.719,0.227,-0.5631,0.3157,0.6765,0.1509,-0.334,0.223,0.8549,0.093,-1.6453,0.1088,6.9675,2.1971,1.1718,0.3153,4.7402,1.2013,0.7484,0.2534,1.4958,0.4056,2.3446,0.2711,5.7269,1.0122,6.7616,1.0112,43.9776,0.2407,0.0441,3.1053,187.6814,35.4371
REACTIVE_examples (246),reactive_tissue,0,173,16.294,0.3943,48.104,6.574,24.197,11.2599,1.2994,0.4653,19.7139,7.1714,1.4564,0.3638,0.813,0.1908,-0.8531,0.2347,0.6562,0.1693,-0.551,0.258,0.8904,0.0679,-1.2895,0.0762,6.8044,2.1623,0.9467,0.3178,4.6841,1.0544,0.7385,0.2251,1.4603,0.3599,1.384,0.2464,6.0127,1.0615,7.1881,1.2542,37.2823,0.2889,0.0484,2.9647,186.9661,37.1108
REACTIVE_examples (247),reactive_tissue,0,180,16.954,0.3988,43.131,6.106,23.5241,9.6044,0.9578,0.4083,19.7604,7.48,1.7031,0.3785,0.8118,0.2046,-1.0908,0.2521,0.665,0.1637,-0.3828,0.2462,0.8912,0.0682,-1.6665,0.0766,6.807,2.1765,1.0881,0.3197,4.6107,0.9768,0.4094,0.2119,1.4837,0.385,1.2901,0.2595,5.8855,0.8132,6.961,0.9353,42.5894,0.2657,0.0461,3.0051,187.0071,36.9886
REACTIVE_examples (248),reactive_tissue,0,175,16.483,0.4044,48.292,6.442,24.5359,10.8181,1.2423,0.4409,19.9156,7.4687,1.8162,0.375,0.8177,0.1903,-0.931,0.2327,0.6565,0.1787,-0.4202,0.2722,0.8911,0.0694,-1.6866,0.0779,6.9479,2.3086,1.3502,0.3323,4.71,1.0675,0.8029,0.2266,1.4905,0.4171,1.4069,0.2798,5.9095,1.0632,7.0108,1.1089,39.3125,0.2806,0.0473,2.9242,184.751,36.4121
REACTIVE_examples (249),reactive_tissue,0,178,16.765,0.42,53.347,6.926,25.0532,12.6933,2.0518,0.5067,19.9166,8.0156,2.4744,0.4025,0.8278,0.1869,-1.0248,0.2257,0.6515,0.1594,-0.5078,0.2447,0.8973,0.0655,-1.504,0.073,6.853,2.2604,1.3205,0.3298,4.7854,1.1588,1.4113,0.2422,1.4382,0.3492,1.8565,0.2428,5.9827,1.1698,7.0363,1.2046,39.651,0.2781,0.0477,2.9582,187.8073,36.8065
REACTIVE_examples (25),reactive_tissue,0,182,17.142,0.4183,46.452,6.248,24.4026,10.7951,1.0432,0.4424,23.043,9.1147,1.1396,0.3956,0.6449,0.2218,-0.0668,0.344,0.7313,0.1532,-1.0061,0.2095,0.8276,0.0913,-0.6867,0.1103,7.5701,2.5784,1.136,0.3406,4.6015,1.0431,0.4055,0.2267,1.6691,0.5115,1.5052,0.3065,5.6503,1.0221,6.8184,1.0022,51.6535,0.1972,0.041,3.1535,175.5257,33.3018
REACTIVE_examples (250),reactive_tissue,0,190,17.895,0.4152,45.004,6.2,23.2003,10.0457,1.3427,0.433,19.2103,6.7039,1.449,0.349,0.8185,0.1808,-0.8947,0.2209,0.642,0.1638,-0.4064,0.2551,0.8957,0.0607,-1.4215,0.0677,6.5818,2.096,1.7868,0.3185,4.6516,1.0231,0.1617,0.2199,1.4239,0.3396,1.5816,0.2385,5.7303,1.0918,6.783,1.185,37.5852,0.2801,0.0472,2.9621,186.175,36.4468
REACTIVE_examples (251),reactive_tissue,0,197,18.555,0.4235,41.199,6.06,22.827,8.93,0.9902,0.3912,19.0878,6.542,2.0245,0.3427,0.8256,0.1872,-1.0707,0.2267,0.6485,0.1663,-0.274,0.2564,0.8899,0.0698,-1.4443,0.0784,6.6248,2.0141,1.2451,0.304,4.595,0.9283,0.4578,0.202,1.4564,0.3989,1.7139,0.2739,5.8149,0.8727,6.7131,0.8738,39.9383,0.2729,0.0466,2.9562,186.0865,37.2154
REACTIVE_examples (252),reactive_tissue,0,183,17.236,0.4035,46.741,6.303,23.4124,10.417,1.6482,0.4449,19.5447,7.4117,2.1717,0.3792,0.8164,0.1943,-1.0722,0.238,0.6651,0.148,-0.3554,0.2225,0.8897,0.0693,-1.5058,0.0779,6.7537,2.2293,1.8103,0.3301,4.6215,0.9361,0.82,0.2025,1.469,0.4225,3.0718,0.2876,5.9239,1.1845,6.8533,1.2133,42.8492,0.2705,0.0463,2.9648,187.0018,37.2589
REACTIVE_examples (253),reactive_tissue,0,191,17.99,0.4245,48.753,6.988,23.5961,11.72,1.8454,0.4967,19.2161,7.902,2.7277,0.4112,0.8365,0.1873,-1.1917,0.2239,0.6565,0.1549,-0.6194,0.236,0.8961,0.0739,-1.6096,0.0825,6.629,2.0093,0.9183,0.3031,4.6552,1.2241,1.5949,0.263,1.4412,0.3453,1.9442,0.2396,5.81,0.9386,6.8328,0.9068,39.8242,0.2908,0.0481,2.9018,186.9616,37.8656
REACTIVE_examples (254),reactive_tissue,0,189,17.801,0.4298,47.031,6.515,24.147,10.1943,1.3076,0.4222,19.4402,6.9654,1.7052,0.3583,0.8386,0.1781,-1.2109,0.2124,0.6455,0.1619,-0.311,0.2508,0.9001,0.0612,-1.268,0.068,6.7392,2.0732,1.2844,0.3076,4.7328,1.0614,1.0132,0.2243,1.439,0.3801,2.062,0.2641,5.8686,0.8719,6.7997,0.8737,42.3755,0.2723,0.0464,2.9516,187.3189,37.3631
REACTIVE_examples (255),reactive_tissue,0,190,17.895,0.4284,45.182,6.242,23.9364,9.6163,1.0385,0.4017,19.3979,6.463,1.2918,0.3332,0.834,0.1847,-1.008,0.2214,0.6513,0.1692,-0.3901,0.2598,0.8966,0.064,-1.1633,0.0714,6.7934,2.1143,1.1544,0.3112,4.6755,0.9227,0.8015,0.1973,1.4611,0.3847,1.3714,0.2633,5.9559,0.8893,6.9166,1.033,41.2701,0.2801,0.0476,2.9365,189.2427,37.124
REACTIVE_examples (256),reactive_tissue,0,196,18.461,0.4277,41.886,5.839,23.1658,8.5165,1.0912,0.3676,18.6525,5.2045,1.5129,0.279,0.8503,0.1553,-1.1541,0.1826,0.6536,0.1554,-0.4053,0.2378,0.9084,0.0536,-1.1705,0.059,6.6056,1.8371,1.4095,0.2781,4.6098,0.8052,0.1732,0.1747,1.4464,0.3748,1.9424,0.2591,5.9627,0.9716,6.8677,1.0192,41.7061,0.2781,0.0473,2.9224,188.9728,36.9773
REACTIVE_examples (257),reactive_tissue,0,172,16.2,0.3685,44.706,6.531,22.7494,10.1932,1.0314,0.4481,18.8588,6.2399,1.2367,0.3309,0.8199,0.181,-0.8469,0.2207,0.6698,0.1686,-0.213,0.2517,0.8909,0.0715,-1.53,0.0803,6.7344,2.0748,0.9497,0.3081,4.51,1.1386,0.5034,0.2525,1.5683,0.7964,6.6873,0.5078,5.8376,1.1755,7.0629,1.158,39.2836,0.2856,0.0474,2.8706,184.3869,37.1354
REACTIVE_examples (258),reactive_tissue,0,176,16.577,0.4074,48.974,6.602,24.5793,10.7338,1.5798,0.4367,19.6241,6.9514,1.7254,0.3542,0.8349,0.1775,-1.2066,0.2126,0.6659,0.1674,-0.4837,0.2513,0.9019,0.0638,-1.6394,0.0708,6.9315,2.1996,1.4494,0.3173,4.7053,1.0099,0.7494,0.2146,1.4877,0.3852,1.2491,0.2589,6.0203,1.2072,7.1274,1.2753,41.2524,0.2835,0.048,2.8669,188.6565,37.3621
REACTIVE_examples (259),reactive_tissue,0,182,17.142,0.4236,49.893,6.66,24.7142,11.0464,1.3402,0.447,19.9566,7.3382,1.5424,0.3677,0.8171,0.1899,-0.9938,0.2324,0.6541,0.1673,-0.4255,0.2558,0.8908,0.0759,-1.7457,0.0852,6.9272,2.2702,1.1634,0.3277,4.7651,1.0175,0.7025,0.2135,1.4557,0.3568,1.245,0.2451,5.9115,1.1716,6.9522,1.1427,39.5487,0.2935,0.0485,2.8826,186.8763,37.5003
REACTIVE_examples (26),reactive_tissue,0,176,16.577,0.4223,52.089,6.879,25.4725,11.9513,1.2767,0.4692,23.9958,9.8692,1.1643,0.4113,0.627,0.2277,-0.0151,0.3631,0.7096,0.1517,-0.7408,0.2138,0.8153,0.1011,-0.6449,0.124,7.6012,2.6176,1.6886,0.3444,4.8588,1.2249,0.8267,0.2521,1.5853,0.4507,1.9979,0.2843,5.9266,0.9939,7.013,1.0369,54.1665,0.1943,0.04,3.1447,184.1166,35.4602
REACTIVE_examples (260),reactive_tissue,0,190,17.895,0.4197,45.951,6.064,23.4508,10.1418,1.1759,0.4325,19.5407,7.3458,1.4333,0.3759,0.8176,0.1981,-1.068,0.2423,0.653,0.1671,-0.2878,0.2559,0.8905,0.0736,-1.6142,0.0826,6.7751,2.291,1.0883,0.3381,4.6359,0.9439,0.1034,0.2036,1.4595,0.37,1.2365,0.2535,5.7071,1.0513,6.7757,1.0275,40.7982,0.2839,0.048,2.9295,189.2591,36.5787
REACTIVE_examples (261),reactive_tissue,0,176,16.577,0.403,48.021,6.509,24.3087,11.0846,1.6405,0.456,19.4213,6.5449,1.5238,0.337,0.8272,0.1716,-1.0548,0.2075,0.6646,0.1626,-0.2931,0.2447,0.8957,0.069,-1.5499,0.0771,6.8714,2.2666,1.5163,0.3299,4.6631,1.0801,0.7651,0.2316,1.4949,0.4494,2.3053,0.3006,5.8173,1.0241,6.8858,1.0579,41.7658,0.2738,0.047,2.9212,187.1423,36.6644
REACTIVE_examples (262),reactive_tissue,0,141,13.28,0.3354,50.093,6.296,25.2555,11.5844,1.3272,0.4587,20.5009,7.006,1.2367,0.3417,0.7795,0.177,-0.6677,0.2271,0.7251,0.1658,-0.9145,0.2287,0.8826,0.0657,-1.4032,0.0745,7.4001,2.3245,0.9231,0.3141,4.5608,1.1843,0.5449,0.2597,1.6786,0.5566,2.0614,0.3316,6.2371,1.291,7.5717,1.4567,42.9789,0.2789,0.0459,2.8265,181.382,38.0582
REACTIVE_examples (263),reactive_tissue,0,178,16.765,0.3821,42.684,5.665,22.7934,9.4032,0.9687,0.4125,19.2656,6.4817,1.1107,0.3364,0.8046,0.1867,-0.7268,0.232,0.7006,0.1531,-0.6179,0.2185,0.8894,0.0671,-1.1227,0.0754,6.8639,2.1703,1.3604,0.3162,4.4473,0.9273,0.0254,0.2085,1.5603,0.4237,1.4762,0.2715,5.8748,1.0702,6.9628,1.1238,42.1184,0.2792,0.047,2.8445,186.7051,37.7917
REACTIVE_examples (264),reactive_tissue,0,185,17.424,0.4119,47.087,6.862,23.6409,10.608,1.4816,0.4487,20.0076,7.6609,1.754,0.3829,0.7929,0.2053,-0.8703,0.2589,0.6779,0.1567,-0.6177,0.2312,0.8797,0.0807,-1.2741,0.0917,6.8817,2.1493,1.4924,0.3123,4.6695,1.138,0.6529,0.2437,1.4961,0.3751,1.4829,0.2507,5.9072,1.0442,6.9236,0.9957,41.4572,0.2802,0.0476,2.892,188.3275,37.8786
REACTIVE_examples (265),reactive_tissue,0,173,16.294,0.3831,47.622,6.454,23.5108,11.1191,1.338,0.4729,20.1827,7.7198,1.0929,0.3825,0.7734,0.2161,-0.5894,0.2794,0.6859,0.1601,-0.3207,0.2335,0.8763,0.0796,-1.3361,0.0909,6.9782,2.3581,1.053,0.3379,4.5676,1.1638,0.4681,0.2548,1.5724,0.558,2.4408,0.3549,5.8779,1.1602,6.9725,1.3135,40.2038,0.2716,0.0463,2.9494,185.6426,36.5243
REACTIVE_examples (266),reactive_tissue,0,191,17.99,0.4297,47.028,6.521,23.8875,10.411,1.4611,0.4358,19.2646,6.8206,1.4853,0.354,0.8403,0.1888,-1.1273,0.2247,0.6208,0.1567,-0.2469,0.2525,0.903,0.0646,-1.4925,0.0715,6.5548,2.0244,1.372,0.3088,4.7725,0.9797,0.6909,0.2053,1.3745,0.3061,1.7437,0.2227,5.8996,0.8879,6.8271,1.0093,38.2259,0.2753,0.0467,3.0241,186.3196,36.487
REACTIVE_examples (267),reactive_tissue,0,186,17.519,0.4302,47.532,6.676,24.557,10.5937,1.3269,0.4314,19.4764,6.4863,1.185,0.333,0.8395,0.1795,-1.0328,0.2138,0.6265,0.1676,-0.3442,0.2675,0.9046,0.0544,-1.1871,0.0602,6.6866,2.0317,1.3379,0.3039,4.7973,1.0466,0.7145,0.2182,1.4117,0.3906,2.4257,0.2767,5.9742,1.0385,7.0005,1.0724,42.1541,0.2642,0.0462,2.9961,188.2724,36.1623
REACTIVE_examples (268),reactive_tissue,0,191,17.99,0.414,45.568,6.308,23.0123,10.323,2.027,0.4486,19.1348,7.4406,1.9936,0.3889,0.8362,0.1998,-1.2104,0.239,0.6338,0.1728,-0.3789,0.2727,0.8987,0.0686,-1.5657,0.0763,6.5654,2.2083,1.8988,0.3364,4.6232,1.0225,0.9524,0.2212,1.4304,0.3865,1.882,0.2702,5.7566,0.8263,6.7857,0.8778,43.001,0.2653,0.0465,3.004,188.9607,36.3583
REACTIVE_examples (269),reactive_tissue,0,164,15.447,0.4136,47.461,6.325,26.7764,10.036,0.706,0.3748,21.028,6.5833,1.1912,0.3131,0.7933,0.187,-0.6569,0.2358,0.6565,0.1724,-0.5239,0.2626,0.886,0.0737,-1.4308,0.0831,7.2382,2.136,1.5649,0.2951,4.9653,0.9709,-0.3602,0.1955,1.4845,0.4477,2.4346,0.3016,6.2979,1.1992,7.4179,1.0519,44.5888,0.2648,0.0463,2.9999,188.8344,38.1065
REACTIVE_examples (27),reactive_tissue,0,199,18.743,0.4666,48.181,6.149,24.8933,10.9057,0.9105,0.4381,22.9553,8.7612,1.1523,0.3817,0.6562,0.2206,-0.0903,0.3362,0.7078,0.1542,-0.7584,0.2178,0.8347,0.0869,-0.7465,0.1041,7.4565,2.5642,1.268,0.3439,4.7291,1.0052,0.2308,0.2126,1.5853,0.4475,1.527,0.2823,5.7322,0.9943,6.6908,0.9845,59.3375,0.191,0.0393,3.1463,187.7016,35.4686
REACTIVE_examples (270),reactive_tissue,0,131,12.338,0.3616,62.906,7.453,29.3058,15.9023,1.219,0.5426,23.2376,9.8054,1.2503,0.422,0.7269,0.2131,-0.4586,0.2931,0.6673,0.1737,-0.4138,0.2603,0.8608,0.0831,-1.1085,0.0965,7.6038,2.6427,1.1653,0.3476,5.1507,1.4736,0.2913,0.2861,1.5111,0.4207,1.1834,0.2784,6.5933,1.7437,8.0856,1.8125,40.3348,0.2783,0.0459,2.9502,179.5964,38.7423
REACTIVE_examples (271),reactive_tissue,0,110,10.361,0.2743,55.747,7.301,26.477,13.9884,0.7683,0.5283,21.6989,8.764,1.015,0.4039,0.7326,0.1972,-0.3677,0.2691,0.7088,0.1605,-0.4737,0.2265,0.8588,0.0776,-0.8972,0.0903,7.4218,2.4059,0.5824,0.3242,4.7698,1.5807,0.1696,0.3314,1.6812,0.773,3.6624,0.4598,6.5376,1.7602,7.907,1.975,39.1096,0.2783,0.0451,2.954,173.2511,38.4222
REACTIVE_examples (272),reactive_tissue,0,195,18.366,0.403,39.601,5.68,21.9435,8.2762,1.1071,0.3772,18.5039,6.2534,1.6869,0.338,0.8432,0.1836,-1.1958,0.2177,0.6528,0.1785,-0.3235,0.2734,0.9022,0.0634,-1.558,0.0702,6.5725,2.0856,1.5526,0.3173,4.4506,0.8389,0.2923,0.1885,1.5067,0.5035,2.2162,0.3342,5.7841,0.9018,6.7201,0.9936,43.3324,0.2767,0.0472,2.9714,188.2613,37.5332
REACTIVE_examples (273),reactive_tissue,0,220,20.721,0.4208,36.424,5.292,20.3069,7.1057,1.5454,0.3499,17.4524,5.3542,2.0102,0.3068,0.8679,0.1757,-1.4353,0.2024,0.6401,0.154,-0.2611,0.2406,0.9057,0.0631,-1.6588,0.0697,6.1708,1.8012,1.8367,0.2919,4.3708,0.6778,0.4632,0.1551,1.4135,0.3444,1.9989,0.2436,5.5204,0.8559,6.3191,0.8679,44.4291,0.2665,0.0465,3.0171,189.4063,37.5507
REACTIVE_examples (274),reactive_tissue,0,212,19.968,0.4172,35.645,5.464,20.8945,7.1029,0.8515,0.3399,17.9379,5.4674,1.8393,0.3048,0.8467,0.1732,-1.2147,0.2045,0.6431,0.1728,-0.5003,0.2687,0.9001,0.0625,-1.9655,0.0694,6.313,1.7759,1.2918,0.2813,4.4041,0.7568,0.5438,0.1718,1.4496,0.4146,2.5721,0.286,5.5641,0.9304,6.4307,0.9387,45.0911,0.257,0.0457,3.0163,189.093,37.2322
REACTIVE_examples (275),reactive_tissue,0,222,20.909,0.4275,37.306,5.409,20.4451,7.9833,1.796,0.3905,17.2437,5.1796,2.0139,0.3004,0.8755,0.1577,-1.2745,0.1801,0.6393,0.1662,-0.4109,0.26,0.9103,0.0527,-1.3675,0.0578,6.1395,1.7608,1.7321,0.2868,4.3491,0.7887,0.0262,0.1814,1.4249,0.3544,1.6391,0.2487,5.4823,0.8851,6.3381,0.8704,41.8151,0.277,0.0467,2.9776,185.9433,37.3826
REACTIVE_examples (276),reactive_tissue,0,189,17.801,0.3957,39.413,5.825,22.2303,8.458,0.8793,0.3805,19.0963,6.4718,1.2345,0.3389,0.8116,0.1993,-0.8438,0.2456,0.6787,0.1573,-0.4218,0.2317,0.8931,0.0678,-1.2371,0.076,6.6597,1.9152,0.8826,0.2876,4.4655,0.8883,0.7261,0.1989,1.5078,0.4066,2.1292,0.2697,5.7057,0.9029,6.7356,0.8876,40.576,0.285,0.0485,2.9698,188.8562,36.5834
REACTIVE_examples (277),reactive_tissue,0,198,18.649,0.4281,42.595,5.905,22.9543,9.0851,1.1419,0.3958,19.2188,6.6355,1.5344,0.3453,0.8228,0.1975,-1.0268,0.24,0.6506,0.1595,-0.2093,0.2451,0.8947,0.0699,-1.4433,0.0781,6.6466,2.1432,1.587,0.3225,4.596,0.8727,0.3977,0.1899,1.4528,0.3926,1.7444,0.2702,5.8653,0.9009,6.753,0.8897,42.0075,0.2758,0.0473,3.0157,188.2298,37.2713
REACTIVE_examples (278),reactive_tissue,0,220,20.721,0.4365,38.3,5.612,21.0658,7.7515,1.4591,0.368,17.9177,5.6287,1.8398,0.3141,0.854,0.1759,-1.2537,0.206,0.6424,0.1708,-0.3531,0.2659,0.8996,0.0662,-1.7438,0.0736,6.3268,1.8652,1.614,0.2948,4.4257,0.8141,0.6637,0.184,1.4442,0.3825,1.6064,0.2648,5.5361,0.8252,6.3798,0.8055,42.7702,0.2697,0.0465,3.0031,187.2646,37.1588
REACTIVE_examples (279),reactive_tissue,0,214,20.156,0.438,39.906,5.921,21.7285,8.2328,1.4241,0.3789,18.4029,6.2854,2.1119,0.3415,0.8453,0.181,-1.2109,0.2141,0.6414,0.1646,-0.3304,0.2566,0.9009,0.0615,-1.7619,0.0683,6.4094,1.8934,1.475,0.2954,4.5146,0.8602,1.2095,0.1905,1.4282,0.3556,1.695,0.249,5.6013,0.8796,6.4542,0.9525,43.3544,0.2701,0.047,3.0051,188.5354,36.4764
REACTIVE_examples (28),reactive_tissue,0,187,17.613,0.4457,48.846,6.3,25.3038,10.7519,1.274,0.4249,22.9833,8.7152,1.2977,0.3792,0.667,0.2172,-0.1626,0.3256,0.7071,0.1529,-0.8352,0.2163,0.8446,0.0872,-1.0505,0.1032,7.4931,2.5317,1.3894,0.3379,4.7753,1.0059,0.7178,0.2106,1.5801,0.4612,2.1902,0.2919,5.7267,0.9506,6.8248,1.1107,53.8955,0.2035,0.0406,3.1467,186.6562,34.9248
REACTIVE_examples (280),reactive_tissue,0,218,20.533,0.4348,39.752,5.879,21.1775,8.3583,1.9069,0.3947,17.6689,5.7883,2.4812,0.3276,0.8757,0.1666,-1.4766,0.1902,0.6236,0.171,-0.2804,0.2742,0.9071,0.059,-1.3872,0.0651,6.2243,1.8132,1.6112,0.2913,4.4727,0.8359,0.9792,0.1869,1.3998,0.3377,1.4395,0.2413,5.5581,0.7704,6.4255,0.9128,44.671,0.2662,0.0469,2.9698,189.5256,36.4765
REACTIVE_examples (281),reactive_tissue,0,185,17.424,0.4019,44.414,6.411,23.0644,9.8023,1.2752,0.425,19.5653,6.8262,1.4935,0.3489,0.7961,0.195,-0.8556,0.2449,0.6735,0.1657,-0.5622,0.246,0.8826,0.0742,-1.561,0.0841,6.7634,1.9563,1.0177,0.2892,4.5818,1.05,0.5355,0.2292,1.5059,0.4072,1.6166,0.2704,5.8521,1.2043,6.9794,1.2184,41.0161,0.284,0.0482,2.9406,188.0279,36.9765
REACTIVE_examples (282),reactive_tissue,0,189,17.801,0.4271,44.982,6.233,23.9903,9.644,1.3541,0.402,19.9856,7.195,1.7269,0.36,0.8027,0.1963,-0.9665,0.2445,0.6701,0.1642,-0.5484,0.245,0.8897,0.0698,-1.4232,0.0784,6.9262,2.258,2.0043,0.326,4.679,0.9938,0.918,0.2124,1.4925,0.4066,2.4046,0.2725,5.7928,1.0307,6.8744,0.9549,41.9005,0.2684,0.0464,2.9528,188.2892,36.3811
REACTIVE_examples (283),reactive_tissue,0,170,16.012,0.4149,50.672,6.771,25.9135,12.2903,0.8753,0.4743,21.5558,8.5305,0.8388,0.3957,0.7492,0.213,-0.5055,0.2844,0.7053,0.1554,-0.8039,0.2203,0.8713,0.0777,-1.2096,0.0891,7.349,2.4942,0.8272,0.3394,4.7624,1.3163,0.2383,0.2764,1.5662,0.3964,1.0785,0.2531,6.1251,1.0455,7.2769,1.0092,38.9995,0.2695,0.0467,2.9509,186.6073,35.8587
REACTIVE_examples (284),reactive_tissue,0,179,16.859,0.4035,46.07,6.271,23.9309,9.7775,1.21,0.4086,19.4632,6.5199,1.4369,0.335,0.8266,0.1818,-0.9735,0.22,0.6589,0.1719,-0.5429,0.2608,0.8967,0.0633,-1.457,0.0706,6.8312,2.1421,1.2909,0.3136,4.6601,0.9266,0.7959,0.1988,1.4728,0.3711,1.2223,0.252,5.8944,0.9219,6.9894,1.0437,41.6345,0.2757,0.0472,2.932,188.9069,36.6233
REACTIVE_examples (285),reactive_tissue,0,186,17.519,0.4307,43.033,6.095,24.5877,9.0293,0.9311,0.3672,19.7042,5.8887,1.2805,0.2989,0.8232,0.1729,-0.808,0.21,0.665,0.1584,-0.4041,0.2382,0.8995,0.0559,-1.3145,0.0622,6.9208,1.9887,0.9663,0.2874,4.7226,0.8561,0.5142,0.1813,1.4753,0.3801,1.491,0.2576,5.9475,0.9772,6.9338,0.9647,41.2674,0.2743,0.0473,2.9368,189.3414,36.6212
REACTIVE_examples (286),reactive_tissue,0,180,16.954,0.416,49.314,6.549,24.535,10.9037,1.4463,0.4444,20.3585,7.6805,1.7556,0.3773,0.7947,0.2052,-0.8283,0.2582,0.6802,0.1657,-0.7236,0.2436,0.8824,0.08,-1.2224,0.0907,7.1129,2.4203,1.4637,0.3403,4.684,1.0063,0.804,0.2148,1.5335,0.4643,2.148,0.3028,5.7193,1.0667,6.8296,1.1562,40.7161,0.2721,0.0468,2.9477,187.3594,36.5868
REACTIVE_examples (287),reactive_tissue,0,187,17.613,0.4304,48.635,6.625,24.4358,10.7985,1.494,0.4419,19.8373,7.1925,1.6963,0.3626,0.8228,0.1984,-1.0578,0.2411,0.6492,0.1681,-0.41,0.259,0.897,0.0693,-1.3827,0.0772,6.8156,2.0713,1.0745,0.3039,4.7423,1.0464,0.884,0.2207,1.4531,0.3786,1.5017,0.2606,5.9901,0.9965,6.9733,0.8781,40.4585,0.2715,0.0472,2.9737,189.5044,36.3662
REACTIVE_examples (288),reactive_tissue,0,176,16.577,0.4368,53.076,7.258,26.349,12.6534,1.1835,0.4802,24.2232,10.6309,1.776,0.4389,0.6367,0.2245,-0.1067,0.3526,0.744,0.1468,-1.1009,0.1972,0.8172,0.1068,-0.8533,0.1306,7.9079,2.5681,1.052,0.3248,4.788,1.3535,0.9132,0.2827,1.7033,0.5234,1.5,0.3073,5.9143,1.1953,7.0809,1.1851,53.6842,0.2027,0.0403,3.1209,185.6486,35.0165
