image_name,category,sigma,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std,probability
FL_examples (193),follicular_lymphoma,0.3,1,122,11.491,0.1682,35.874,5.779,14.6351,9.4404,1.6859,0.645,15.2722,6.6846,1.4716,0.4377,0.784,0.1901,-0.5039,0.2425,0.7694,0.1798,-1.1284,0.2337,0.8402,0.1017,-1.1096,0.1211,6.0181,2.0923,0.9694,0.3477,3.2914,1.3378,1.0335,0.4065,2.0879,1.1457,2.2378,0.5488,5.8926,1.7055,7.8061,1.6887,68.2458,0.2372,0.039,2.8536,158.2747,42.3484,0.9965507984161377
FL_examples (281),follicular_lymphoma,0.0,1,163,15.352,0.3523,42.694,6.262,22.9489,9.5418,1.0091,0.4158,19.6004,6.5907,1.227,0.3363,0.786,0.1938,-0.6841,0.2466,0.6927,0.1647,-0.807,0.2378,0.8814,0.0722,-1.218,0.0819,6.8522,1.9592,0.6684,0.2859,4.4982,1.0397,0.6229,0.2311,1.5666,0.5502,4.8153,0.3512,5.9749,1.0918,7.1195,1.2489,49.2317,0.2482,0.0421,3.0344,179.7249,39.6328,0.49901074171066284
FL_examples (281),follicular_lymphoma,0.1,1,162,15.258,0.352,43.166,6.347,23.0683,9.6057,1.1067,0.4164,19.6971,6.5308,1.1571,0.3316,0.7831,0.1954,-0.6485,0.2495,0.6973,0.1641,-0.7936,0.2353,0.8809,0.0743,-1.2686,0.0843,6.921,2.028,0.7501,0.293,4.492,1.0316,0.7056,0.2297,1.586,0.6045,5.5825,0.3812,5.9864,1.105,7.1386,1.2605,48.9078,0.2456,0.0419,3.039,179.2476,39.4436,0.5109713077545166
FL_examples (281),follicular_lymphoma,0.2,1,158,14.881,0.3508,46.711,6.56,23.5746,10.4801,1.157,0.4446,19.5571,7.2319,1.6702,0.3698,0.8124,0.1906,-0.8441,0.2346,0.6919,0.1619,-0.5213,0.234,0.8933,0.0662,-1.2527,0.0741,6.9204,2.1894,0.9173,0.3164,4.5208,1.1258,0.758,0.249,1.5813,0.6483,6.0619,0.41,6.0105,1.1645,7.2384,1.3059,45.3338,0.2566,0.0429,3.0001,178.9556,39.597,0.2153567522764206
FL_examples (281),follicular_lymphoma,0.3,1,160,15.07,0.3522,44.674,6.462,23.3739,9.875,1.0646,0.4225,19.8814,6.6932,1.0974,0.3367,0.7803,0.199,-0.5919,0.255,0.6971,0.1674,-0.7917,0.2402,0.8795,0.0751,-1.2279,0.0853,6.9851,2.0995,0.7825,0.3006,4.5133,1.0434,0.609,0.2312,1.594,0.6188,5.4988,0.3882,6.0101,1.0988,7.1907,1.2487,49.4012,0.2461,0.0419,3.0353,179.2039,39.4199,0.2568033039569855
FL_examples (199),follicular_lymphoma,0.0,1,164,15.447,0.2472,31.864,5.332,16.0068,7.4696,1.4109,0.4667,15.7374,5.8483,2.0295,0.3716,0.8308,0.1742,-1.0888,0.2097,0.7368,0.1399,-0.7003,0.1899,0.8888,0.0686,-1.2306,0.0771,5.863,1.7727,0.8138,0.3024,3.6286,0.9871,1.1307,0.272,1.6658,0.5563,4.1883,0.334,5.5655,1.0741,6.7715,1.1911,61.4236,0.2491,0.0414,2.7224,164.3499,40.4632,0.9966171383857727
FL_examples (199),follicular_lymphoma,0.1,1,165,15.541,0.2471,31.777,5.28,15.902,7.4368,1.4213,0.4677,15.6199,5.8726,2.1187,0.376,0.8382,0.1722,-1.1884,0.2054,0.7322,0.1415,-0.7855,0.1932,0.8908,0.0672,-1.3231,0.0754,5.804,1.7702,0.8633,0.305,3.6312,0.9729,1.2272,0.2679,1.6281,0.4076,0.9139,0.2504,5.4999,1.0119,6.7519,1.1776,62.4788,0.2472,0.041,2.7237,163.0057,40.8463,0.9958416819572449
FL_examples (199),follicular_lymphoma,0.2,1,166,15.635,0.2337,28.442,4.873,14.9484,6.5664,1.0843,0.4393,14.9759,5.0644,1.0506,0.3382,0.8478,0.1727,-1.2392,0.2037,0.7333,0.1414,-0.783,0.1928,0.8918,0.0697,-1.3266,0.0781,5.6602,1.7502,0.7875,0.3092,3.5092,0.8631,0.7464,0.246,1.6355,0.4214,0.9914,0.2577,5.4281,1.0865,6.6858,1.2379,65.6023,0.2393,0.0401,2.7414,160.8904,41.5667,0.9988452196121216
FL_examples (199),follicular_lymphoma,0.3,1,156,14.693,0.2106,27.455,4.62,14.3332,6.2348,1.0357,0.435,14.7206,4.9543,1.0816,0.3366,0.8435,0.1773,-1.1291,0.2102,0.7279,0.1569,-0.7064,0.2156,0.8874,0.0751,-1.3341,0.0847,5.6131,1.8016,1.1333,0.321,3.4346,0.8025,0.4607,0.2337,1.6668,0.5058,1.5,0.3035,5.5558,1.0476,6.8387,1.1473,68.8882,0.23,0.0394,2.7729,157.0468,41.5902,0.9991862177848816
FL_examples (117),follicular_lymphoma,0.0,1,133,12.527,0.1993,28.702,5.263,15.913,6.2027,1.2096,0.3898,14.745,4.1824,1.4599,0.2836,0.9071,0.1535,-1.8233,0.1692,0.5959,0.1842,-0.2241,0.3091,0.9108,0.063,-1.3497,0.0692,5.2672,1.3771,1.5417,0.2614,3.9402,0.8581,-0.1149,0.2178,1.3683,0.3464,1.8749,0.2532,6.094,1.3409,7.6071,1.5502,42.3733,0.3123,0.0479,2.5748,149.1841,38.7085,0.9983848333358765
FL_examples (117),follicular_lymphoma,0.1,1,133,12.527,0.2007,29.896,5.264,16.0227,6.5858,1.4589,0.411,14.7785,4.3364,1.5098,0.2934,0.9076,0.1527,-1.8345,0.1683,0.5968,0.1797,-0.1499,0.3011,0.9099,0.0647,-1.4506,0.0712,5.2852,1.4529,1.666,0.2749,3.9503,0.8565,-0.1041,0.2168,1.3641,0.3372,1.8777,0.2472,6.1118,1.3083,7.6316,1.5249,42.3657,0.3161,0.0482,2.5904,149.3669,38.7589,0.9958621263504028
FL_examples (117),follicular_lymphoma,0.2,1,132,12.433,0.198,29.549,5.22,15.9293,6.4991,1.4527,0.408,14.7343,4.2496,1.5024,0.2884,0.9069,0.1538,-1.8129,0.1695,0.602,0.1833,-0.1618,0.3044,0.9102,0.0625,-1.3415,0.0687,5.2993,1.4464,1.6658,0.2729,3.9209,0.8525,-0.0913,0.2174,1.3833,0.3644,1.7659,0.2635,6.1073,1.3127,7.6423,1.542,40.5086,0.3165,0.0486,2.5711,147.9936,38.2392,0.997381865978241
FL_examples (117),follicular_lymphoma,0.3,1,134,12.621,0.2018,29.246,5.261,15.9884,6.3087,1.2557,0.3946,14.816,4.2596,1.4098,0.2875,0.9045,0.1538,-1.7347,0.1701,0.5995,0.1763,-0.0815,0.294,0.9094,0.0638,-1.4028,0.0701,5.2884,1.4098,1.5406,0.2666,3.9488,0.8485,-0.0697,0.2149,1.3666,0.3358,1.7248,0.2457,6.0823,1.3211,7.5851,1.5346,45.2794,0.3134,0.0471,2.5845,149.191,39.8542,0.9968276619911194
FL_examples (288),follicular_lymphoma,0.0,1,171,16.106,0.3538,45.353,6.335,21.9681,10.3684,1.2797,0.472,19.4641,7.675,1.3066,0.3943,0.7829,0.2203,-0.7001,0.2813,0.663,0.1712,-0.3045,0.2583,0.8761,0.0802,-1.0487,0.0916,6.6719,2.3724,1.3219,0.3556,4.4832,1.096,0.612,0.2445,1.5099,0.4729,2.3364,0.3132,5.9019,1.1017,7.1114,1.2644,47.1217,0.2529,0.0423,3.0431,176.9792,40.3986,0.8639404773712158
FL_examples (288),follicular_lymphoma,0.1,1,174,16.388,0.3585,45.47,6.378,21.8726,10.3765,1.3493,0.4744,19.2751,7.5724,1.3988,0.3929,0.7916,0.2159,-0.769,0.2727,0.6597,0.1735,-0.3565,0.2631,0.8816,0.0764,-1.1145,0.0866,6.6197,2.3071,1.4003,0.3485,4.4738,1.1143,0.9687,0.2491,1.5052,0.4767,2.3918,0.3167,5.8286,1.118,7.05,1.2497,48.433,0.2513,0.0421,3.0441,177.2102,40.4398,0.6314908266067505
FL_examples (288),follicular_lymphoma,0.2,1,165,15.541,0.3357,44.013,6.106,21.5986,10.0791,1.1496,0.4667,19.3788,7.7959,1.3706,0.4023,0.7822,0.2267,-0.7422,0.2898,0.6805,0.162,-0.3332,0.238,0.8736,0.0858,-1.1799,0.0982,6.6879,2.3238,1.2807,0.3475,4.4042,1.0502,0.0519,0.2385,1.5554,0.5554,3.1403,0.3571,5.9973,1.0773,7.2302,1.2966,53.8381,0.2376,0.0401,3.0604,172.6044,41.349,0.049921318888664246
FL_examples (288),follicular_lymphoma,0.3,1,164,15.447,0.327,44.61,6.086,21.1716,10.242,1.3722,0.4838,18.9739,7.7546,1.6026,0.4087,0.7936,0.2208,-0.8226,0.2783,0.6734,0.1653,-0.4167,0.2455,0.8771,0.0833,-1.3239,0.095,6.5511,2.2991,1.5641,0.3509,4.3733,1.0576,0.165,0.2418,1.5307,0.503,2.5632,0.3286,5.9851,1.1044,7.2254,1.2982,54.9445,0.2356,0.0398,3.0653,171.0457,41.5009,0.1593821793794632
FL_examples (222),follicular_lymphoma,0.0,1,161,15.164,0.2453,30.47,5.117,16.1775,6.9942,0.6602,0.4323,15.6002,5.374,0.8632,0.3445,0.8511,0.1816,-1.2117,0.2134,0.7027,0.1651,-0.9922,0.2349,0.893,0.0741,-1.5102,0.083,5.7783,1.8548,1.0284,0.321,3.7284,0.9278,0.249,0.2489,1.5823,0.4637,2.0769,0.2931,5.5382,1.3334,6.8306,1.3363,53.0636,0.2805,0.0453,2.7082,157.4958,39.6542,0.9996862411499023
FL_examples (222),follicular_lymphoma,0.1,1,160,15.07,0.2468,31.092,5.123,16.3739,7.0395,0.6864,0.4299,15.7404,5.401,0.8689,0.3431,0.8472,0.1834,-1.1353,0.2165,0.713,0.1503,-0.8611,0.2107,0.8927,0.0746,-1.4232,0.0836,5.8329,1.8405,1.0248,0.3155,3.7418,0.9216,0.2907,0.2463,1.5884,0.4468,2.0549,0.2813,5.5681,1.3127,6.8644,1.33,54.5794,0.2787,0.0449,2.6984,158.1388,40.0065,0.9997841715812683
FL_examples (222),follicular_lymphoma,0.2,1,160,15.07,0.2372,29.545,5.036,15.7404,6.7419,0.6793,0.4283,15.2422,5.0561,0.8776,0.3317,0.8585,0.1738,-1.2686,0.2025,0.7062,0.1574,-0.8746,0.2229,0.8942,0.0754,-1.5647,0.0843,5.6796,1.7128,0.936,0.3016,3.6826,0.9294,0.282,0.2524,1.5816,0.4676,2.5207,0.2957,5.5196,1.3636,6.8349,1.3044,54.3148,0.2791,0.0453,2.7249,156.5636,39.8581,0.9995632767677307
FL_examples (222),follicular_lymphoma,0.3,1,160,15.07,0.2473,31.356,5.146,16.4096,7.0713,0.6996,0.4309,15.6962,5.2871,0.8909,0.3368,0.8495,0.1783,-1.1199,0.2098,0.7086,0.1514,-0.8262,0.2137,0.8934,0.0734,-1.3966,0.0821,5.8041,1.7906,0.9785,0.3085,3.7535,0.9233,0.3188,0.246,1.5772,0.4423,2.1244,0.2804,5.5496,1.3393,6.8512,1.3114,54.7176,0.2809,0.0447,2.6957,158.912,40.1037,0.9995933175086975
FL_examples (220),follicular_lymphoma,0.0,1,109,10.266,0.2156,52.804,6.083,21.0008,15.023,1.7916,0.7154,20.8615,10.498,1.2979,0.5032,0.6389,0.2048,0.1866,0.3205,0.8716,0.1163,-2.3553,0.1334,0.8224,0.0757,-0.0018,0.092,8.3204,3.5189,0.866,0.4229,3.4325,1.5045,1.6877,0.4383,2.625,1.1597,1.5039,0.4418,6.6198,1.5333,8.469,1.6533,68.2024,0.2094,0.0393,2.8402,163.2705,38.8103,0.9953842759132385
FL_examples (220),follicular_lymphoma,0.1,1,113,10.643,0.2162,49.691,5.179,20.3155,13.9078,1.261,0.6846,20.3316,9.7799,0.7739,0.481,0.6465,0.2023,0.1632,0.3129,0.8711,0.1253,-2.9885,0.1438,0.8196,0.077,-0.0856,0.094,8.2236,3.5588,0.9658,0.4328,3.3575,1.3458,0.8048,0.4008,2.6265,1.1468,1.5201,0.4366,6.6093,1.4774,8.3523,1.5677,69.302,0.2077,0.039,2.8423,160.5635,39.0208,0.9949997663497925
FL_examples (220),follicular_lymphoma,0.2,1,113,10.643,0.2166,49.655,5.747,20.3548,13.727,1.1634,0.6744,20.4044,9.7942,0.8373,0.48,0.6444,0.2026,0.1781,0.3144,0.87,0.1279,-3.0091,0.147,0.8222,0.0773,-0.1944,0.0941,8.1948,3.4367,0.8901,0.4194,3.3895,1.4622,1.4583,0.4314,2.6147,1.1471,1.6325,0.4387,6.5722,1.4431,8.3465,1.5784,67.9504,0.2099,0.0393,2.84,161.098,38.8548,0.9977508187294006
FL_examples (220),follicular_lymphoma,0.3,1,109,10.266,0.2017,52.881,6.041,19.6497,14.136,1.4366,0.7194,19.9222,10.5294,1.3035,0.5285,0.663,0.2088,-0.0648,0.3149,0.8656,0.12,-2.0207,0.1386,0.8294,0.0811,-0.6269,0.0978,7.9826,3.6827,1.2282,0.4613,3.3447,1.4302,1.5964,0.4276,2.532,1.0228,1.2301,0.404,6.5744,1.6053,8.3353,1.8155,74.448,0.1976,0.0374,2.8658,156.6224,40.1276,0.9916794896125793
FL_examples (299),follicular_lymphoma,0.0,1,174,16.388,0.3674,42.484,6.093,22.4186,9.1298,1.6829,0.4072,18.9367,6.4629,2.0645,0.3413,0.8213,0.1855,-0.8686,0.2259,0.6576,0.1649,-0.4432,0.2508,0.8953,0.0609,-1.0353,0.068,6.5789,1.9394,1.0766,0.2948,4.5221,0.909,1.0867,0.201,1.4697,0.3948,1.678,0.2686,5.9752,1.1081,7.0936,1.0513,45.6819,0.2702,0.0449,2.9598,182.6095,39.7463,0.7862259745597839
FL_examples (299),follicular_lymphoma,0.1,1,172,16.2,0.3637,42.649,6.258,22.4481,9.2543,1.5644,0.4123,19.0518,6.7602,1.9836,0.3548,0.8188,0.1945,-0.8805,0.2376,0.6524,0.1633,-0.279,0.2503,0.8927,0.0656,-1.1578,0.0735,6.5787,2.0091,1.0687,0.3054,4.5476,0.9677,1.0882,0.2128,1.4629,0.4096,1.9057,0.28,6.031,1.0401,7.1315,1.0296,46.4116,0.267,0.0445,2.963,181.6459,39.7883,0.9685792326927185
FL_examples (299),follicular_lymphoma,0.2,1,172,16.2,0.363,42.626,6.107,22.4099,9.194,1.6979,0.4103,18.9537,6.6541,2.0653,0.3511,0.8245,0.1919,-0.918,0.2328,0.6561,0.1635,-0.2973,0.2492,0.8952,0.0633,-1.122,0.0707,6.585,1.9841,1.1935,0.3013,4.5303,0.9432,1.0942,0.2082,1.4721,0.4149,1.8453,0.2818,6.0183,1.092,7.1232,1.0377,44.9241,0.2698,0.0449,2.9544,182.4645,39.6341,0.9353755712509155
FL_examples (299),follicular_lymphoma,0.3,1,179,16.859,0.3764,43.307,6.164,22.3232,9.217,1.6061,0.4129,18.6337,6.1027,1.9886,0.3275,0.8336,0.1801,-0.9402,0.216,0.6632,0.156,-0.4399,0.2352,0.8989,0.0627,-1.243,0.0698,6.5388,1.8832,1.1622,0.288,4.5035,0.9022,0.9676,0.2003,1.4649,0.3664,1.5062,0.2501,5.8469,1.1311,6.9332,1.0573,45.4523,0.2681,0.0448,2.9511,181.8229,39.5988,0.3716762661933899
FL_examples (146),follicular_lymphoma,0.0,1,76,7.158,0.1061,29.597,4.737,14.8287,7.7978,0.5435,0.5259,16.2528,6.2246,0.5721,0.383,0.7247,0.1904,-0.1392,0.2628,0.8081,0.1455,-1.0537,0.18,0.8379,0.0784,-1.0449,0.0935,6.3759,2.2345,0.8768,0.3505,3.2234,1.1404,0.3903,0.3538,2.1526,0.8915,1.1358,0.4141,6.4682,2.1137,9.0635,2.1376,52.5157,0.2344,0.0422,2.7113,135.6701,38.5535,0.9991928935050964
FL_examples (146),follicular_lymphoma,0.1,1,73,6.876,0.0943,27.27,4.302,13.7192,7.112,0.5977,0.5184,15.496,5.7043,0.5843,0.3681,0.7294,0.1838,-0.0709,0.252,0.8086,0.1588,-1.3416,0.1963,0.8375,0.0757,-0.8045,0.0904,6.1883,2.2309,0.9313,0.3605,3.0606,1.0431,0.4512,0.3408,2.1765,0.8717,0.9972,0.4005,6.2319,2.1108,9.1363,2.3917,55.8979,0.2274,0.042,2.7045,130.0133,38.7376,0.9991112351417542
FL_examples (146),follicular_lymphoma,0.2,1,70,6.593,0.0856,27.266,4.499,12.9892,7.1539,0.603,0.5508,14.6117,5.8749,0.9166,0.4021,0.7705,0.1792,-0.4517,0.2326,0.8162,0.1381,-1.0166,0.1692,0.8597,0.0696,-0.7491,0.0809,5.8792,2.0889,0.8188,0.3553,2.9433,1.0864,0.5302,0.3691,2.164,0.8431,0.9905,0.3896,6.5308,2.0901,9.4374,2.6184,59.5228,0.2205,0.041,2.6998,130.0696,39.6153,0.9973875880241394
FL_examples (146),follicular_lymphoma,0.3,1,70,6.593,0.0858,27.055,4.526,13.0074,7.1079,0.5818,0.5465,14.6579,5.9219,0.8923,0.404,0.7716,0.1827,-0.4932,0.2368,0.813,0.1454,-1.2015,0.1788,0.8525,0.0692,-0.7325,0.0811,5.8953,2.1116,0.7987,0.3582,2.9516,1.0973,0.5064,0.3718,2.1712,0.8594,0.918,0.3958,6.6441,2.4428,9.3082,2.8583,60.2706,0.224,0.0412,2.6915,130.5336,39.4702,0.9965384006500244
FL_examples (31),follicular_lymphoma,0.0,1,123,11.585,0.2352,42.483,6.497,20.3033,11.7109,0.477,0.5768,19.5816,9.0673,0.6859,0.4631,0.7096,0.2228,-0.3841,0.314,0.7128,0.1574,-0.7377,0.2209,0.8349,0.0901,-0.9066,0.1079,6.5412,2.2805,0.2336,0.3486,4.2001,1.4706,0.0499,0.3501,1.6422,0.6123,2.9402,0.3728,6.4259,1.6164,8.1278,1.5598,36.8981,0.2709,0.0465,2.9417,145.1217,35.6264,0.9967129230499268
FL_examples (31),follicular_lymphoma,0.1,1,121,11.397,0.2269,42.141,6.397,19.9132,11.3766,0.5508,0.5713,19.6611,9.1536,0.8518,0.4656,0.6972,0.2285,-0.3313,0.3278,0.7197,0.1559,-0.5833,0.2166,0.826,0.0984,-0.9455,0.1192,6.5982,2.2662,0.2313,0.3435,4.1666,1.445,0.0526,0.3468,1.6811,0.6487,2.4832,0.3859,6.4375,1.5158,8.1839,1.3487,40.2325,0.2635,0.0448,2.9528,141.5407,36.7875,0.9970681071281433
FL_examples (31),follicular_lymphoma,0.2,1,123,11.585,0.2398,43.329,6.608,20.7007,12.0215,0.4574,0.5807,19.4306,8.9091,0.6528,0.4585,0.7254,0.2193,-0.469,0.3023,0.7111,0.1569,-0.7307,0.2207,0.8429,0.0883,-1.1441,0.1047,6.5456,2.2815,0.227,0.3486,4.2279,1.4919,0.0277,0.3529,1.6358,0.6189,3.1851,0.3783,6.4008,1.5439,8.1317,1.4909,37.3506,0.2719,0.0461,2.9488,146.6916,36.1519,0.9973592162132263
FL_examples (31),follicular_lymphoma,0.3,1,122,11.491,0.241,43.997,6.896,20.9762,12.2457,0.4647,0.5838,19.6252,9.4716,1.0888,0.4826,0.7279,0.219,-0.5161,0.3009,0.7065,0.1492,-0.6601,0.2112,0.844,0.0868,-1.1135,0.1028,6.5144,2.2715,0.2311,0.3487,4.2797,1.5349,0.2248,0.3586,1.6004,0.574,3.3768,0.3587,6.476,1.5275,8.1699,1.5383,37.9687,0.2716,0.0457,2.9461,145.7978,36.4651,0.9969239830970764
FL_examples (240),follicular_lymphoma,0.0,1,173,16.294,0.3573,43.754,6.453,21.9281,9.65,1.3195,0.4401,18.7718,7.2518,2.0645,0.3863,0.8227,0.186,-1.1877,0.226,0.6677,0.1635,-0.6992,0.2448,0.8837,0.0751,-1.4158,0.085,6.5515,2.0957,1.4045,0.3199,4.4754,1.0874,1.3613,0.243,1.4801,0.3685,1.3418,0.249,5.7874,1.0191,6.9099,1.0895,42.1552,0.2921,0.0463,2.8415,167.4177,38.4681,0.9987444877624512
FL_examples (240),follicular_lymphoma,0.1,1,176,16.577,0.358,43.754,6.484,21.5953,9.7355,1.3342,0.4508,18.5162,7.1094,2.109,0.384,0.8254,0.1815,-1.1641,0.2199,0.6651,0.1656,-0.6758,0.249,0.8853,0.0745,-1.3479,0.0841,6.4693,2.0603,1.5065,0.3185,4.4455,1.1108,1.3074,0.2499,1.4743,0.3581,1.1993,0.2429,5.7214,1.0601,6.8288,1.0737,42.9991,0.2906,0.046,2.8481,168.9253,38.6912,0.9975197911262512
FL_examples (240),follicular_lymphoma,0.2,1,172,16.2,0.3566,43.978,6.446,22.0138,9.6493,1.3179,0.4383,18.82,7.2052,2.0201,0.3828,0.8207,0.1855,-1.1177,0.226,0.6689,0.1649,-0.6514,0.2466,0.8854,0.0748,-1.3619,0.0844,6.5743,2.0856,1.3342,0.3172,4.4777,1.0909,1.363,0.2436,1.4862,0.3723,1.2553,0.2505,5.8194,0.9941,6.9343,1.0828,41.7358,0.2938,0.0465,2.8448,167.2695,38.4462,0.9988893866539001
FL_examples (240),follicular_lymphoma,0.3,1,174,16.388,0.3556,43.684,6.485,21.6963,9.624,1.3573,0.4436,18.7803,7.3719,2.0991,0.3925,0.8174,0.1911,-1.1369,0.2337,0.6651,0.1632,-0.6522,0.2454,0.8823,0.0768,-1.378,0.0871,6.5099,2.0853,1.4726,0.3203,4.4704,1.0981,1.4246,0.2456,1.4717,0.3568,1.2455,0.2424,5.766,1.0303,6.8731,1.1122,43.8734,0.2864,0.0456,2.8583,167.2015,38.7958,0.9982491731643677
FL_examples (34),follicular_lymphoma,0.0,1,122,11.491,0.2538,45.462,6.615,22.0879,12.2747,0.5629,0.5557,19.8121,7.8896,0.6424,0.3982,0.7121,0.1866,-0.1108,0.2621,0.7491,0.1373,-0.4489,0.1833,0.84,0.0888,-0.9287,0.1057,6.9746,2.3546,0.9319,0.3376,4.2443,1.4609,0.1758,0.3442,1.7484,0.6355,2.0489,0.3635,6.3299,1.3277,8.0926,1.4412,45.8767,0.2626,0.0434,2.9855,171.997,38.5795,0.7470592260360718
FL_examples (34),follicular_lymphoma,0.1,1,122,11.491,0.2423,43.72,6.37,21.0855,12.1544,0.4976,0.5764,19.2141,7.8275,0.3951,0.4074,0.7172,0.1874,-0.1662,0.2613,0.7515,0.1443,-0.5604,0.192,0.8304,0.0992,-1.059,0.1195,6.8437,2.3026,0.8259,0.3365,4.134,1.5082,0.1083,0.3648,1.7983,0.7236,2.024,0.4024,6.4208,1.3821,8.0836,1.4387,47.6123,0.254,0.0426,3.0068,170.6344,38.57,0.9359555244445801
FL_examples (34),follicular_lymphoma,0.2,1,118,11.114,0.2706,51.948,6.87,24.3519,14.058,0.5976,0.5773,20.6208,8.363,0.7043,0.4056,0.7152,0.1747,-0.1644,0.2442,0.7644,0.1343,-0.5185,0.1757,0.8444,0.0772,-1.0475,0.0915,7.3473,2.492,0.8817,0.3392,4.3642,1.5732,0.0671,0.3605,1.8287,0.7461,2.5758,0.408,6.5611,1.6523,8.2283,1.6226,41.3024,0.2831,0.0451,2.9372,171.4292,38.8586,0.9264984726905823
FL_examples (34),follicular_lymphoma,0.3,1,119,11.208,0.2894,57.238,6.864,25.8241,15.3058,0.6974,0.5927,21.382,9.395,1.1064,0.4394,0.7163,0.1818,-0.3086,0.2537,0.7553,0.1415,-0.6552,0.1874,0.8375,0.0866,-1.2609,0.1034,7.562,2.6877,1.039,0.3554,4.5372,1.6071,0.1778,0.3542,1.79,0.7329,3.1749,0.4095,6.6888,1.5289,8.2742,1.4991,40.0737,0.2909,0.0457,2.9095,171.2329,39.474,0.9696098566055298
FL_examples (142),follicular_lymphoma,0.0,1,127,11.962,0.1738,28.322,4.537,14.5271,7.2456,0.5545,0.4988,15.9871,6.1331,0.7152,0.3836,0.7437,0.2058,-0.426,0.2767,0.7489,0.1672,-0.8745,0.2233,0.833,0.095,-0.9885,0.1141,5.8917,1.942,1.2418,0.3296,3.4723,1.0678,-0.1145,0.3075,1.8057,0.6561,1.7165,0.3633,6.0587,1.9246,7.6671,1.8847,58.9633,0.2129,0.0388,2.8638,147.3718,38.7569,0.9992144107818604
FL_examples (142),follicular_lymphoma,0.1,1,125,11.773,0.1782,28.908,4.594,15.1387,7.2437,0.5278,0.4785,16.4385,5.9205,0.6287,0.3602,0.7317,0.2063,-0.309,0.2819,0.7541,0.1566,-0.7532,0.2076,0.8358,0.0956,-1.0137,0.1144,6.0393,1.9794,1.1034,0.3278,3.522,1.0204,-0.2276,0.2897,1.8176,0.6802,1.7771,0.3742,6.1231,1.9757,7.7726,1.9788,57.7757,0.2131,0.0391,2.8744,146.5618,38.5143,0.9988687634468079
FL_examples (142),follicular_lymphoma,0.2,1,126,11.867,0.1714,28.289,4.471,14.4426,7.2415,0.5949,0.5014,15.9537,6.0857,0.7167,0.3815,0.7424,0.208,-0.3724,0.2802,0.7549,0.159,-0.9104,0.2107,0.8335,0.0968,-1.0632,0.1162,5.8931,1.9439,1.2301,0.3299,3.4523,1.0597,-0.0862,0.307,1.8184,0.6924,2.2919,0.3808,6.0738,1.9146,7.7041,1.8838,60.2856,0.2104,0.0385,2.8681,144.6821,39.1126,0.9982836246490479
FL_examples (142),follicular_lymphoma,0.3,1,127,11.962,0.18,29.103,4.636,15.0503,7.2673,0.5955,0.4829,16.3665,5.9626,0.7583,0.3643,0.7347,0.206,-0.3583,0.2804,0.7538,0.1601,-0.9035,0.2125,0.8361,0.0958,-1.1258,0.1145,6.0159,1.9569,1.198,0.3253,3.5127,1.0249,-0.2009,0.2918,1.8208,0.7025,2.2158,0.3858,6.044,1.9665,7.6525,1.9501,59.0246,0.2126,0.0386,2.8748,144.3217,38.9181,0.9984323382377625
FL_examples (260),follicular_lymphoma,0.0,1,181,17.048,0.336,36.362,5.902,19.7116,7.8756,1.1491,0.3995,17.5834,5.7555,2.06,0.3273,0.8235,0.1736,-1.0305,0.2108,0.6491,0.1748,-0.5835,0.2693,0.8849,0.0752,-1.3328,0.085,6.1549,1.7415,1.5322,0.283,4.3022,0.9734,0.7924,0.2263,1.4642,0.4069,1.8049,0.2779,5.8043,1.0556,6.8768,1.0917,44.2712,0.2897,0.045,2.835,162.7876,39.922,0.9991029500961304
FL_examples (260),follicular_lymphoma,0.1,1,181,17.048,0.3336,36.005,5.791,19.5713,7.8341,1.1682,0.4003,17.453,5.6168,2.1188,0.3218,0.8257,0.171,-1.0182,0.207,0.6457,0.18,-0.55,0.2788,0.8839,0.0776,-1.3048,0.0878,6.1273,1.7251,1.5112,0.2815,4.2888,0.9696,0.7952,0.2261,1.4633,0.4092,1.8197,0.2797,5.8096,1.0403,6.8912,1.0934,45.0401,0.2874,0.0447,2.8416,161.9894,39.875,0.9988256096839905
