image_name,category,sigma,target,n_nuclei,nuclear_density_per_1000um2,nuclear_area_fraction,area_top10_mean_um2,area_top10_short_axis_um,area_um2_mean,area_um2_std,area_um2_skew,area_um2_cv,perimeter_um_mean,perimeter_um_std,perimeter_um_skew,perimeter_um_cv,circularity_mean,circularity_std,circularity_skew,circularity_cv,eccentricity_mean,eccentricity_std,eccentricity_skew,eccentricity_cv,solidity_mean,solidity_std,solidity_skew,solidity_cv,major_axis_um_mean,major_axis_um_std,major_axis_um_skew,major_axis_um_cv,minor_axis_um_mean,minor_axis_um_std,minor_axis_um_skew,minor_axis_um_cv,aspect_ratio_mean,aspect_ratio_std,aspect_ratio_skew,aspect_ratio_cv,knn1_dist_mean_um,knn1_dist_std_um,knn3_dist_mean_um,knn3_dist_std_um,glcm_contrast,glcm_homogeneity,glcm_energy,lbp_entropy,hchannel_mean,hchannel_std,probability
FL_examples (115),follicular_lymphoma,0.2,1,118,11.114,0.1763,29.377,4.965,15.8593,6.8701,1.5325,0.4332,14.5489,4.4247,1.7418,0.3041,0.9171,0.136,-2.01,0.1483,0.6232,0.1762,-0.0626,0.2827,0.9163,0.0554,-1.8657,0.0604,5.3624,1.651,2.1842,0.3079,3.8221,0.884,-0.4585,0.2313,1.4728,0.6576,4.3638,0.4465,6.4722,1.4026,8.1425,1.6618,43.6274,0.3058,0.0484,2.6113,134.2515,39.2787,0.9559476375579834
FL_examples (115),follicular_lymphoma,0.3,1,129,12.15,0.2036,31.105,5.075,16.759,7.3492,1.1979,0.4385,15.0214,4.6042,1.2797,0.3065,0.9068,0.1366,-1.6758,0.1507,0.6346,0.1688,-0.3366,0.2659,0.9123,0.0609,-1.8646,0.0668,5.5166,1.7074,1.559,0.3095,3.911,0.9028,-0.4306,0.2308,1.4484,0.4677,2.5034,0.3229,6.2454,1.3765,7.7495,1.3771,39.9389,0.3266,0.0494,2.5336,142.6718,39.1463,0.9959599375724792
FL_examples (28),follicular_lymphoma,0.0,1,131,12.338,0.3109,59.203,7.922,25.1998,17.0944,2.3505,0.6784,24.3274,12.3236,1.355,0.5066,0.5973,0.2287,0.2381,0.3828,0.7795,0.1392,-1.0538,0.1786,0.7848,0.1095,-0.4509,0.1395,8.0436,2.9902,0.5353,0.3717,4.5519,1.8045,1.0844,0.3964,1.8592,0.613,1.3649,0.3297,6.3396,1.5553,7.8763,1.8099,54.0481,0.2448,0.043,2.8381,178.5577,37.8207,0.9832866191864014
FL_examples (28),follicular_lymphoma,0.1,1,138,12.998,0.2962,56.24,7.998,22.7869,15.2817,1.9114,0.6706,22.7736,11.5015,1.3106,0.505,0.6067,0.2198,0.2258,0.3623,0.7726,0.1543,-1.1985,0.1997,0.7793,0.1062,-0.5083,0.1362,7.6274,2.7596,0.6648,0.3618,4.3764,1.7818,1.0093,0.4071,1.8502,0.5844,0.9576,0.3159,6.1821,1.5826,7.5587,1.7233,55.3053,0.2384,0.0429,2.8632,178.2975,36.8946,0.978731632232666
FL_examples (28),follicular_lymphoma,0.2,1,132,12.433,0.303,58.341,7.588,24.3692,16.8788,2.5499,0.6926,23.7402,12.3634,1.5986,0.5208,0.6081,0.2315,0.2224,0.3806,0.7745,0.1446,-1.202,0.1867,0.7858,0.1082,-0.5192,0.1376,7.8651,3.0392,0.8728,0.3864,4.4821,1.7663,1.0678,0.3941,1.8412,0.6001,1.3437,0.3259,6.2319,1.5746,7.7326,1.7406,57.4753,0.2397,0.0423,2.8478,174.4811,38.3285,0.9682266116142273
FL_examples (28),follicular_lymphoma,0.3,1,138,12.998,0.2341,46.431,6.999,18.0089,13.2424,2.9385,0.7353,20.4723,11.4389,2.6617,0.5588,0.602,0.2227,0.2715,0.3699,0.795,0.1517,-1.5649,0.1908,0.757,0.1072,-0.0681,0.1416,7.1141,2.5355,1.1032,0.3564,3.861,1.634,1.5429,0.4232,1.9916,0.7126,1.1524,0.3578,5.8372,1.5126,7.4308,1.602,68.0194,0.2018,0.039,2.9187,159.3186,36.7883,0.9516355991363525
FL_examples (210),follicular_lymphoma,0.0,1,152,14.316,0.2842,40.773,6.203,19.8486,10.0429,0.937,0.506,18.9779,8.4376,1.2789,0.4446,0.7534,0.2239,-0.5954,0.2972,0.7154,0.16,-0.8008,0.2236,0.8446,0.0995,-0.9117,0.1178,6.6083,2.4314,1.1072,0.3679,4.1515,1.2022,0.402,0.2896,1.6159,0.4686,1.8785,0.29,5.9926,1.2301,7.3741,1.2704,52.7927,0.2492,0.0413,2.9008,164.5719,41.0192,0.9766876101493835
FL_examples (210),follicular_lymphoma,0.1,1,155,14.599,0.2779,37.294,5.906,19.0371,9.0549,0.8117,0.4756,18.4361,7.569,1.1475,0.4106,0.754,0.2123,-0.5855,0.2816,0.7169,0.1536,-0.8051,0.2143,0.8491,0.0936,-0.9918,0.1103,6.4276,2.1114,0.5916,0.3285,4.0875,1.1568,0.3844,0.283,1.6044,0.4451,1.9664,0.2774,5.9026,1.2611,7.264,1.2759,54.5784,0.245,0.0406,2.9043,162.1968,41.3128,0.98919278383255
FL_examples (210),follicular_lymphoma,0.2,1,152,14.316,0.2842,40.879,6.23,19.8487,9.9564,1.0003,0.5016,18.8827,8.2017,1.3238,0.4343,0.7542,0.2174,-0.5767,0.2883,0.7094,0.1578,-0.6743,0.2224,0.8503,0.0924,-0.8703,0.1087,6.5616,2.3826,1.2098,0.3631,4.1682,1.1818,0.4713,0.2835,1.5978,0.4649,1.9803,0.291,5.9829,1.2093,7.3902,1.2311,54.0107,0.2466,0.0408,2.8935,163.9762,41.2051,0.9608776569366455
FL_examples (210),follicular_lymphoma,0.3,1,152,14.316,0.2769,39.225,6.078,19.3419,9.6704,0.8986,0.5,18.5414,7.8772,1.0918,0.4248,0.7572,0.2178,-0.5527,0.2876,0.7073,0.1591,-0.7566,0.2249,0.8484,0.0939,-0.7975,0.1107,6.4433,2.3056,1.1878,0.3578,4.1304,1.2037,0.3072,0.2914,1.5909,0.4683,2.2991,0.2944,5.9899,1.2312,7.3688,1.3078,51.3978,0.2513,0.0416,2.8942,165.5041,40.7652,0.9830136299133301
FL_examples (50),follicular_lymphoma,0.0,1,142,13.374,0.2432,52.237,7.063,18.1842,14.7912,1.9314,0.8134,20.3223,12.9516,1.546,0.6373,0.6334,0.2479,-0.0285,0.3914,0.8044,0.1301,-0.8854,0.1617,0.7707,0.1095,-0.3403,0.142,7.0516,3.2599,1.3754,0.4623,3.7331,1.7755,0.8926,0.4756,2.068,0.9126,2.2754,0.4413,5.893,1.6325,7.5239,1.6837,58.401,0.2261,0.0402,2.8664,170.6318,38.0888,0.9970877766609192
FL_examples (50),follicular_lymphoma,0.1,1,141,13.28,0.2374,50.417,6.952,17.8794,14.234,2.0664,0.7961,20.1279,12.442,1.6525,0.6181,0.6302,0.2437,0.0175,0.3868,0.806,0.1249,-0.7389,0.155,0.772,0.1108,-0.3002,0.1435,7.0333,3.1556,1.4596,0.4487,3.7207,1.7214,0.9546,0.4627,2.0641,0.9104,2.3368,0.4411,5.9207,1.6166,7.5046,1.6912,61.1678,0.2228,0.0396,2.8652,169.6971,38.8173,0.9959118366241455
FL_examples (50),follicular_lymphoma,0.2,1,137,12.904,0.2334,52.25,7.147,18.088,14.4776,1.9852,0.8004,20.4784,12.887,1.6651,0.6293,0.6193,0.2411,0.0242,0.3894,0.8084,0.1251,-0.8089,0.1548,0.7698,0.1105,-0.2391,0.1435,7.1023,3.2384,1.4434,0.456,3.7273,1.7278,0.9876,0.4635,2.0736,0.9057,2.3731,0.4368,5.9529,1.6136,7.5852,1.7065,66.4182,0.2152,0.0381,2.8691,163.5592,40.079,0.9805825352668762
FL_examples (50),follicular_lymphoma,0.3,1,146,13.751,0.2415,48.583,6.914,17.5657,13.4991,1.6459,0.7685,19.7607,11.8266,1.3094,0.5985,0.6365,0.2444,0.0422,0.3839,0.8032,0.1314,-0.8059,0.1636,0.772,0.1044,-0.3474,0.1352,6.9129,2.941,0.8157,0.4254,3.6919,1.7376,0.8519,0.4706,2.0601,0.8969,2.332,0.4353,5.7218,1.5423,7.383,1.6146,53.9622,0.2312,0.0414,2.8745,173.2486,36.9743,0.970811128616333
FL_examples (236),follicular_lymphoma,0.0,1,149,14.034,0.3412,47.511,6.086,24.3127,10.5514,1.6853,0.434,21.0111,8.1096,1.9821,0.386,0.747,0.202,-0.5891,0.2704,0.6734,0.1681,-0.5344,0.2496,0.8615,0.0752,-0.8786,0.0873,7.097,2.5004,1.8993,0.3523,4.7029,1.0076,0.468,0.2143,1.5304,0.4956,2.3686,0.3238,6.2409,1.1169,7.5054,1.2524,36.51,0.2855,0.047,2.9333,155.4519,36.4504,0.9544507265090942
FL_examples (236),follicular_lymphoma,0.1,1,150,14.128,0.3437,47.074,6.086,24.3256,10.5253,1.4958,0.4327,20.9672,8.0314,1.9007,0.383,0.7466,0.1984,-0.5804,0.2657,0.6789,0.1665,-0.5736,0.2452,0.8597,0.0759,-0.8653,0.0883,7.1276,2.5096,1.8088,0.3521,4.6909,1.028,0.4497,0.2192,1.5405,0.4947,2.3353,0.3211,6.2012,1.1056,7.4768,1.2335,36.4556,0.2859,0.0468,2.9168,155.4385,36.7575,0.9807073473930359
FL_examples (236),follicular_lymphoma,0.2,1,151,14.222,0.3448,46.01,6.081,24.2415,10.3726,1.4631,0.4279,20.91,7.8826,1.9693,0.377,0.7457,0.1965,-0.5747,0.2635,0.6754,0.1664,-0.5499,0.2463,0.8616,0.0749,-0.8416,0.087,7.075,2.389,1.6037,0.3377,4.7013,1.0346,0.4185,0.2201,1.5279,0.4739,2.1869,0.3102,6.2126,1.1416,7.4863,1.2384,38.9656,0.2814,0.0461,2.9356,154.7594,37.144,0.9884258508682251
FL_examples (236),follicular_lymphoma,0.3,1,150,14.128,0.3338,45.226,5.85,23.6301,10.0667,1.5211,0.426,20.2445,7.4764,2.0172,0.3693,0.7682,0.1886,-0.6581,0.2456,0.6735,0.1675,-0.5346,0.2487,0.8689,0.0711,-1.0111,0.0819,6.9623,2.4124,1.8026,0.3465,4.6305,1.0131,0.558,0.2188,1.5232,0.4629,1.9788,0.3039,6.1612,1.1301,7.4424,1.2906,33.2086,0.2952,0.0487,2.882,152.1969,35.8669,0.9960818886756897
FL_examples (157),follicular_lymphoma,0.0,1,139,13.092,0.2499,38.481,5.904,19.0867,9.3619,1.8352,0.4905,17.791,7.0633,1.6297,0.397,0.7985,0.2102,-0.86,0.2632,0.6895,0.1689,-0.6517,0.245,0.8845,0.072,-1.3036,0.0815,6.2271,2.0532,1.2346,0.3297,4.1033,1.1292,0.882,0.2752,1.5566,0.443,1.495,0.2846,6.1093,1.4293,7.7519,1.5946,50.1404,0.228,0.0412,2.8866,159.0104,37.7331,0.9802031517028809
FL_examples (157),follicular_lymphoma,0.1,1,140,13.186,0.2477,37.65,5.861,18.7825,9.1626,1.9554,0.4878,17.601,6.9383,1.6951,0.3942,0.8029,0.2106,-0.9113,0.2623,0.6884,0.1689,-0.7554,0.2453,0.8844,0.0727,-1.1749,0.0822,6.1659,2.019,1.3325,0.3274,4.0777,1.1158,0.9029,0.2736,1.5531,0.4531,1.8293,0.2917,6.0315,1.4878,7.7349,1.6054,49.095,0.23,0.0413,2.8886,159.5161,37.4382,0.9837232828140259
FL_examples (157),follicular_lymphoma,0.2,1,144,13.563,0.2528,37.157,5.739,18.6369,9.3323,1.9242,0.5007,17.4757,7.0474,1.6988,0.4033,0.807,0.2081,-1.005,0.2579,0.6827,0.1733,-0.7456,0.2538,0.8853,0.0714,-1.3083,0.0807,6.0981,1.9888,1.2803,0.3261,4.0736,1.1475,0.8355,0.2817,1.5396,0.4356,1.677,0.2829,6.0101,1.4461,7.6359,1.6074,56.4334,0.2207,0.0391,2.8973,153.7369,40.0699,0.23749466240406036
FL_examples (157),follicular_lymphoma,0.3,1,143,13.469,0.2559,38.243,5.869,19.0025,9.5774,1.8066,0.504,17.6809,7.1003,1.3686,0.4016,0.8069,0.2127,-0.9607,0.2636,0.6859,0.1719,-0.7445,0.2506,0.8838,0.075,-1.4624,0.0849,6.1763,2.0882,1.2439,0.3381,4.0911,1.1472,0.8486,0.2804,1.5439,0.4227,1.3535,0.2738,6.0401,1.4562,7.687,1.6169,52.9888,0.226,0.0397,2.8932,154.8251,39.5515,0.13546080887317657
FL_examples (6),follicular_lymphoma,0.0,1,163,15.352,0.3915,53.983,6.972,25.4998,12.9547,1.3919,0.508,20.8791,8.6106,1.4876,0.4124,0.7833,0.2098,-0.7561,0.2679,0.6716,0.1616,-0.6659,0.2406,0.8821,0.0773,-1.32,0.0876,7.0796,2.415,0.9946,0.3411,4.7807,1.1466,0.4713,0.2398,1.4832,0.3666,1.8254,0.2472,6.1486,0.9748,7.3053,1.093,42.831,0.2617,0.0433,3.0152,177.1062,40.0466,0.9793485403060913
FL_examples (6),follicular_lymphoma,0.1,1,164,15.447,0.3883,51.892,6.968,25.1378,12.3383,1.3824,0.4908,20.7562,8.2906,1.6522,0.3994,0.7791,0.2085,-0.7153,0.2675,0.6681,0.1625,-0.5324,0.2433,0.8763,0.0794,-1.3519,0.0906,7.0341,2.33,1.0608,0.3312,4.7695,1.1357,0.4684,0.2381,1.4862,0.3994,2.1505,0.2688,6.1579,1.0012,7.2996,1.091,44.1123,0.2592,0.043,3.0265,177.1542,40.1371,0.9566516876220703
FL_examples (6),follicular_lymphoma,0.2,1,160,15.07,0.3723,52.45,7.096,24.707,12.411,1.4921,0.5023,21.0291,9.2485,1.6833,0.4398,0.7692,0.225,-0.7763,0.2925,0.665,0.1605,-0.3629,0.2414,0.8764,0.0811,-1.22,0.0926,6.9783,2.4323,1.2335,0.3485,4.738,1.1676,0.4548,0.2464,1.4867,0.4204,2.1302,0.2828,6.1678,1.0062,7.381,1.0694,48.3033,0.2428,0.0406,3.0399,170.6036,41.096,0.8943424820899963
FL_examples (6),follicular_lymphoma,0.3,1,165,15.541,0.39,52.464,6.901,25.0983,12.5531,1.3379,0.5002,20.903,8.6428,1.5331,0.4135,0.7729,0.2148,-0.701,0.2779,0.6707,0.162,-0.5097,0.2416,0.8772,0.08,-1.4846,0.0912,7.0491,2.4024,1.0105,0.3408,4.7509,1.1542,0.416,0.2429,1.4929,0.4024,2.0578,0.2696,6.1487,1.0064,7.2868,1.0969,45.3267,0.2547,0.0423,3.0333,176.7095,40.3354,0.8489516973495483
FL_examples (292),follicular_lymphoma,0.0,1,164,15.447,0.3714,48.444,6.384,24.045,10.9985,1.2892,0.4574,19.4709,6.9372,1.5025,0.3563,0.8241,0.1842,-1.0907,0.2234,0.6658,0.1553,-0.6813,0.2332,0.8935,0.0673,-1.4013,0.0753,6.7671,2.1441,1.4204,0.3168,4.6654,1.0198,0.2278,0.2186,1.4607,0.3514,1.8607,0.2405,6.2846,1.0565,7.4291,1.099,44.8078,0.2602,0.0432,3.0081,177.1273,39.5896,0.9913883805274963
FL_examples (292),follicular_lymphoma,0.1,1,167,15.729,0.3708,46.291,6.311,23.5725,10.3411,0.9961,0.4387,19.2924,6.7677,1.2861,0.3508,0.8229,0.1839,-1.0668,0.2235,0.6609,0.1564,-0.6539,0.2366,0.894,0.0675,-1.4116,0.0755,6.672,2.0261,1.1444,0.3037,4.639,1.0185,0.0532,0.2196,1.4523,0.3507,1.8734,0.2415,6.2495,1.0477,7.3505,1.0941,46.9849,0.2553,0.0425,3.012,175.6239,40.1239,0.9963739514350891
FL_examples (292),follicular_lymphoma,0.2,1,165,15.541,0.3665,48.531,6.498,23.5851,10.9697,1.24,0.4651,19.2095,6.9363,1.4844,0.3611,0.8268,0.1826,-1.0897,0.2209,0.654,0.1573,-0.5462,0.2405,0.8951,0.0662,-1.4541,0.074,6.6478,2.1413,1.4755,0.3221,4.6505,1.0562,0.2301,0.2271,1.4413,0.3528,1.9312,0.2448,6.2288,1.0319,7.3867,1.0957,43.0788,0.2663,0.0438,2.9993,175.8821,39.2972,0.9922115802764893
FL_examples (292),follicular_lymphoma,0.3,1,164,15.447,0.3625,48.431,6.458,23.4683,10.9872,1.3291,0.4682,19.0065,6.8625,1.5006,0.3611,0.839,0.177,-1.2264,0.211,0.6609,0.1518,-0.5536,0.2297,0.8986,0.0621,-1.6887,0.0691,6.6299,2.1151,1.5405,0.319,4.6193,1.0646,0.1912,0.2305,1.4532,0.3735,2.3914,0.257,6.2079,1.0274,7.3916,1.0716,41.6103,0.2697,0.0441,2.974,175.1661,39.5718,0.9579577445983887
FL_examples (275),follicular_lymphoma,0.0,1,170,16.012,0.356,41.088,5.887,22.2354,8.8208,1.1585,0.3967,18.9538,6.1789,1.2706,0.326,0.81,0.1806,-0.8787,0.2229,0.6464,0.1732,-0.377,0.268,0.8848,0.0648,-1.2809,0.0733,6.5661,1.9849,1.0537,0.3023,4.5689,0.916,0.3569,0.2005,1.4474,0.3542,1.0687,0.2447,6.0965,1.0763,7.1197,1.0638,40.1209,0.3093,0.0474,2.7077,167.8799,39.1269,0.9933018684387207
FL_examples (275),follicular_lymphoma,0.1,1,169,15.918,0.3558,40.876,5.829,22.352,8.814,1.106,0.3943,19.1348,6.2116,1.2135,0.3246,0.8003,0.1816,-0.8203,0.2269,0.6486,0.1808,-0.4825,0.2787,0.8816,0.0658,-1.2136,0.0746,6.628,2.0156,1.0062,0.3041,4.5713,0.9193,0.3636,0.2011,1.4616,0.3668,1.0189,0.251,6.121,1.0666,7.1357,1.0705,41.7064,0.3049,0.0467,2.7376,165.2988,39.4282,0.9976755976676941
FL_examples (275),follicular_lymphoma,0.2,1,170,16.012,0.3589,41.0,5.75,22.4159,8.8321,1.1525,0.394,19.0666,6.1034,1.2204,0.3201,0.8055,0.1782,-0.8257,0.2213,0.6447,0.1772,-0.4242,0.2748,0.8846,0.0638,-1.1805,0.0721,6.5984,1.9905,1.0563,0.3017,4.5899,0.9176,0.3392,0.1999,1.4489,0.36,1.1005,0.2484,6.0893,1.0787,7.117,1.0683,41.0571,0.3091,0.0472,2.7113,169.158,39.3249,0.9936584830284119
FL_examples (275),follicular_lymphoma,0.3,1,172,16.2,0.3525,39.734,5.67,21.7567,8.5925,1.2098,0.3949,18.5305,5.9188,1.3186,0.3194,0.8234,0.1735,-0.9965,0.2107,0.6408,0.1768,-0.4099,0.276,0.8887,0.0647,-1.6289,0.0729,6.4602,1.9382,1.1363,0.3,4.5288,0.9233,0.3411,0.2039,1.4388,0.35,1.0455,0.2432,6.0186,1.0821,7.0602,1.0717,38.8806,0.3106,0.0474,2.6781,166.5442,39.2394,0.9546160101890564
FL_examples (143),follicular_lymphoma,0.0,1,136,12.809,0.1722,26.163,4.848,13.4397,6.8899,0.5319,0.5127,15.1238,5.7128,0.9134,0.3777,0.7528,0.2027,-0.4049,0.2693,0.7848,0.146,-0.997,0.186,0.8283,0.1119,-0.876,0.1351,5.9155,1.9621,1.2412,0.3317,3.2366,1.0624,-0.0245,0.3282,1.9846,0.8344,1.6494,0.4204,5.6014,1.5108,7.4429,1.7727,55.5176,0.2249,0.0397,2.8365,142.3896,40.0398,0.9988335967063904
FL_examples (143),follicular_lymphoma,0.1,1,129,12.15,0.1632,25.18,4.632,13.4325,6.4836,0.5203,0.4827,15.018,5.1928,0.9082,0.3458,0.7577,0.1912,-0.4557,0.2523,0.78,0.142,-0.9942,0.182,0.8335,0.1089,-1.0061,0.1307,5.8503,1.7844,1.2299,0.305,3.2712,1.0096,0.0382,0.3086,1.919,0.7532,1.7746,0.3925,5.7971,1.762,7.717,1.9122,55.1021,0.2244,0.0399,2.8368,141.9625,39.4626,0.9992629885673523
FL_examples (143),follicular_lymphoma,0.2,1,139,13.092,0.179,25.876,4.679,13.6748,6.6221,0.4909,0.4843,15.3405,5.3035,0.9314,0.3457,0.7433,0.1945,-0.3138,0.2616,0.7901,0.1465,-1.0809,0.1854,0.8241,0.113,-1.0078,0.1371,6.0444,1.9386,1.4871,0.3207,3.2682,1.013,-0.07,0.31,1.9925,0.7702,1.2552,0.3865,5.6071,1.559,7.3734,1.8791,55.4895,0.2261,0.0396,2.8328,142.5445,40.2778,0.9986782670021057
FL_examples (143),follicular_lymphoma,0.3,1,135,12.715,0.177,25.785,4.674,13.9186,6.5383,0.4626,0.4697,15.6262,5.3164,0.8952,0.3402,0.7336,0.1984,-0.2953,0.2705,0.7882,0.1463,-0.986,0.1856,0.8234,0.1147,-1.0181,0.1393,6.1185,1.923,1.3577,0.3143,3.3109,1.0477,0.0242,0.3164,2.0171,0.873,1.7176,0.4328,5.6426,1.543,7.4884,1.8641,54.8575,0.227,0.0397,2.8373,142.6366,40.2376,0.9984607696533203
FL_examples (19),follicular_lymphoma,0.0,1,197,18.555,0.3006,30.28,5.436,16.2008,6.6503,1.1729,0.4105,16.2157,5.429,1.1801,0.3348,0.8046,0.203,-0.7141,0.2523,0.6541,0.1391,-0.1681,0.2127,0.8919,0.073,-1.4172,0.0818,5.4888,1.3751,1.112,0.2505,3.9489,0.9507,0.3979,0.2408,1.4213,0.3249,2.1428,0.2286,5.5643,1.04,6.6188,1.0367,61.5586,0.2011,0.0382,3.054,151.404,37.3986,0.9860586524009705
FL_examples (19),follicular_lymphoma,0.1,1,195,18.366,0.2976,30.142,5.409,16.201,6.6013,1.2021,0.4075,16.3221,5.4513,1.2187,0.334,0.7981,0.2076,-0.6765,0.2602,0.6522,0.1395,-0.1627,0.2138,0.8909,0.0721,-1.3895,0.0809,5.494,1.3764,1.1042,0.2505,3.957,0.936,0.4103,0.2365,1.4176,0.3235,2.1823,0.2282,5.5645,1.0491,6.6384,1.0653,62.6492,0.1993,0.0379,3.0571,151.7302,37.562,0.9860586524009705
FL_examples (19),follicular_lymphoma,0.2,1,195,18.366,0.2956,29.476,5.375,16.0925,6.408,1.148,0.3982,16.3081,5.3833,1.277,0.3301,0.7965,0.2093,-0.6757,0.2627,0.6526,0.1411,-0.1861,0.2162,0.889,0.0732,-1.4586,0.0824,5.4857,1.3283,1.0057,0.2421,3.951,0.9327,0.4742,0.2361,1.4197,0.3232,2.1098,0.2277,5.5757,1.0674,6.6505,1.0791,64.5866,0.1969,0.0375,3.0573,151.2486,37.858,0.9833757281303406
FL_examples (19),follicular_lymphoma,0.3,1,193,18.178,0.2905,30.005,5.33,15.9785,6.6356,1.1557,0.4153,15.9198,5.3604,1.2807,0.3367,0.819,0.199,-0.8664,0.243,0.6509,0.1417,-0.2909,0.2177,0.894,0.0706,-1.4994,0.079,5.4294,1.3511,1.0929,0.2488,3.9209,0.9306,0.3905,0.2373,1.413,0.3089,2.0293,0.2186,5.5786,1.0764,6.6668,1.1066,58.56,0.2043,0.0387,3.0573,148.8176,37.1923,0.9811615943908691
FL_examples (13),follicular_lymphoma,0.0,1,152,14.316,0.284,38.882,5.713,19.8361,8.2901,1.5675,0.4179,16.9115,4.804,1.4584,0.2841,0.8709,0.1405,-1.2514,0.1613,0.6908,0.1321,-0.2994,0.1912,0.9076,0.049,-1.1795,0.054,6.1352,1.6049,1.5183,0.2616,4.174,0.9018,0.0355,0.2161,1.4992,0.3639,1.8099,0.2427,5.9832,1.1483,7.2953,1.2247,48.2826,0.2445,0.0418,3.025,165.3923,39.2573,0.9780396819114685
FL_examples (13),follicular_lymphoma,0.1,1,152,14.316,0.2886,39.609,5.756,20.1619,8.46,1.9705,0.4196,17.057,4.9754,2.0575,0.2917,0.8743,0.1398,-1.4542,0.1599,0.6893,0.1353,-0.3041,0.1963,0.91,0.0462,-1.1893,0.0507,6.1921,1.6318,1.8375,0.2635,4.2062,0.8841,0.1694,0.2102,1.5021,0.373,1.7225,0.2484,5.9903,1.1655,7.2907,1.2227,47.9901,0.2465,0.0419,3.0187,167.3652,39.3334,0.9369942545890808
FL_examples (13),follicular_lymphoma,0.2,1,151,14.222,0.2858,40.019,5.728,20.0964,8.6091,1.6922,0.4284,17.064,5.1107,1.6181,0.2995,0.8701,0.1434,-1.3969,0.1648,0.6925,0.1302,-0.2315,0.188,0.9074,0.0496,-1.2033,0.0547,6.1861,1.6872,1.5839,0.2727,4.192,0.9083,0.04,0.2167,1.5026,0.3664,1.78,0.2439,6.0107,1.1794,7.3254,1.2606,47.0871,0.2482,0.0423,3.0126,166.6797,39.0391,0.9603506326675415
FL_examples (13),follicular_lymphoma,0.3,1,149,14.034,0.3159,47.666,6.221,22.5106,11.1405,2.7023,0.4949,18.4194,6.0498,2.0803,0.3284,0.8407,0.156,-0.9972,0.1856,0.6946,0.1412,-0.3762,0.2033,0.8984,0.0554,-1.2672,0.0617,6.632,1.989,1.5605,0.2999,4.4121,1.0425,1.1509,0.2363,1.5304,0.4102,1.7145,0.2681,6.1073,1.1338,7.465,1.3122,44.9641,0.2554,0.0431,2.9416,176.1596,39.542,0.18398351967334747
FL_examples (120),follicular_lymphoma,0.0,1,156,14.693,0.2196,29.121,4.705,14.9436,6.9412,0.7216,0.4645,15.6768,5.8903,1.0707,0.3757,0.7959,0.1997,-0.7812,0.2509,0.7385,0.1375,-0.76,0.1862,0.8614,0.0789,-1.0612,0.0916,5.7586,1.9883,1.5764,0.3453,3.5316,0.9093,0.107,0.2575,1.6631,0.4942,2.1078,0.2971,5.7283,1.2101,7.1796,1.2411,50.1191,0.2474,0.042,2.7188,149.9195,38.4117,0.9998273849487305
FL_examples (120),follicular_lymphoma,0.1,1,156,14.693,0.222,29.518,4.837,15.1091,7.0184,0.6865,0.4645,15.7161,5.8869,1.0644,0.3746,0.7991,0.1967,-0.8386,0.2461,0.7441,0.1299,-0.6468,0.1745,0.8649,0.0767,-1.0402,0.0886,5.7866,1.9927,1.5858,0.3444,3.5354,0.9171,0.0798,0.2594,1.6687,0.4842,2.1343,0.2902,5.7487,1.1576,7.1897,1.2563,49.3712,0.2481,0.0423,2.7159,148.6695,38.2021,0.9998742341995239
FL_examples (120),follicular_lymphoma,0.2,1,144,13.563,0.1635,25.519,4.464,12.0539,6.4055,1.2108,0.5314,13.5409,5.1134,1.2079,0.3776,0.8284,0.1873,-0.901,0.2261,0.7263,0.1612,-1.1104,0.222,0.8644,0.0857,-1.2158,0.0992,5.112,1.7005,1.4356,0.3326,3.1784,0.8773,0.2459,0.276,1.6552,0.4851,1.323,0.2931,5.7348,1.5021,7.3332,1.4756,54.8618,0.227,0.0407,2.7274,139.5795,38.0767,0.9995781779289246
FL_examples (120),follicular_lymphoma,0.3,1,143,13.469,0.1629,24.009,4.405,12.0967,5.9289,0.8521,0.4901,13.737,4.8163,0.8833,0.3506,0.8117,0.1914,-0.7089,0.2358,0.7368,0.1536,-0.8895,0.2085,0.8605,0.0869,-1.1051,0.101,5.1806,1.5463,1.0677,0.2985,3.1882,0.8908,0.0893,0.2794,1.6961,0.5245,1.2908,0.3092,5.8246,1.3781,7.4148,1.4893,55.7067,0.2252,0.0409,2.7385,136.2821,38.3972,0.9996711015701294
FL_examples (43),follicular_lymphoma,0.0,1,134,12.621,0.3004,53.414,6.797,23.7987,14.1514,1.2567,0.5946,21.2756,9.3358,1.0972,0.4388,0.6867,0.1986,-0.076,0.2892,0.7319,0.1383,-0.5907,0.1889,0.8283,0.0879,-1.006,0.1061,7.1792,2.5352,0.9735,0.3531,4.4995,1.4747,0.4224,0.3277,1.6599,0.5625,2.7505,0.3388,6.2783,1.6085,7.818,1.4959,45.1623,0.2485,0.0424,2.9924,170.2434,38.45,0.789379358291626
FL_examples (43),follicular_lymphoma,0.1,1,136,12.809,0.2966,51.434,6.849,23.1531,13.5386,0.8065,0.5847,21.2304,9.4599,0.9299,0.4456,0.6775,0.2018,-0.0647,0.2979,0.7317,0.1434,-0.655,0.196,0.8224,0.0872,-0.5473,0.106,7.1186,2.573,0.9878,0.3614,4.4364,1.4833,0.2633,0.3344,1.6787,0.5958,2.5227,0.3549,6.175,1.69,7.7285,1.5595,45.9061,0.2466,0.0423,3.0024,170.1532,38.4486,0.9893935918807983
